claim_id,claim_family,claim_allowed_in_m2607,evidence_required_before_claim,status_pass,claim_boundary
after_closure_platform_selection_decision_result_materialized_claim_boundary,after_closure_platform_selection_decision_result_materialized,True,M2607 decision-result evidence candidate-disposition dependency/execution validation-admission actor/action claim-boundary and gate rows,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
bounded_open_auditable_platform_family_selected_claim_boundary,bounded_open_auditable_platform_family_selected,True,M2607 selected chrono_vehicle_or_equivalent_open_backend with black-box and repo-local families rejected for validation authority,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_protocol_ready_claim_boundary,validation_protocol_ready,False,future executable protocol-readiness audit,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_admission_granted_claim_boundary,validation_admission_granted,False,future validation-admission audit,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
external_validation_execution_claim_boundary,external_validation_execution,False,future explicit external-validation execution manifest,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
high_fidelity_validation_readiness_claim_boundary,high_fidelity_validation_readiness,False,future platform/protocol readiness and audit,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
high_fidelity_validation_result_claim_boundary,high_fidelity_validation_result,False,future external validation execution result audit,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
hf4_discrepancy_result_claim_boundary,hf4_discrepancy_result,False,future HF4 discrepancy result audit,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
rollout_success_claim_boundary,rollout_success,False,future audited rollout-success criteria,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
success_rate_or_controller_family_verdict_claim_boundary,success_rate_or_controller_family_verdict,False,separate benchmark/verdict milestone,True,"Route A HF3 after-closure platform-selection decision-result materialization only; a bounded open/auditable platform family may be selected for future validation preparation; not validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
