variant_id,variant_class,diagnostic_only,reset_attempt_id,reset_seed_index,eval_seed,target_overlay_family,source_overlay_hash,source_reset_target_ids,source_candidate_ids,effective_env_config_path,environment_load_attempted,environment_reset_attempted,reset_success,observation_length,expected_observation_length,observation_dimension_matches_expected,observation_finite,obstacle_initialized,obstacle_label,initial_mu,mu,mass_scale,tire_stiffness_scale,brake_scale,steer_tau_scale,drive_tau_scale,speed_ref,obstacle_distance,obstacle_lateral_offset,obstacle_half_width,obstacle_threshold_score,environment_step_count,policy_action_executed,environment_rollout_started,measured_rollout_started,repair_execution_started,training_started,replay_started,ppo_used,promoted,private_holdout_used,active_config_overwritten,actor_input_contract_changed,ranking_admissible,winner_selected,paper_level_claim_made,finite_window_vs_gru_conclusion_made,level3_self_id_claim_made,scenario_redesign_executed_claim_made,training_repair_success_claim_made,current_sim_verdict_claim_made,failure_type,failure_reason
baseline_r1_original,baseline,True,baseline_r1_original_seed_000,0,246600,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_001,1,246601,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,True,72,72,True,True,True,aes_feasible,0.3174597496159784,0.3174597496159784,0.9456942709793752,0.7244630657193337,0.8922886182409532,1.5406851321083344,1.5406851321083344,12.567227078152737,21.63666000351303,-0.37545906196198686,0.6987140284768287,0.020983982451516524,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
baseline_r1_original,baseline,True,baseline_r1_original_seed_002,2,246602,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_003,3,246603,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_004,4,246604,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_005,5,246605,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_006,6,246606,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,True,72,72,True,True,True,aes_feasible,0.2846146205210599,0.2846146205210599,1.1086571743526656,1.3154918812697804,1.0366470709227302,1.4115058646911542,1.4115058646911542,10.58442755820318,22.486279283689008,0.3544821666814273,0.7995946677890433,0.32343918407267397,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
baseline_r1_original,baseline,True,baseline_r1_original_seed_007,7,246607,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_008,8,246608,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_009,9,246609,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_010,10,246610,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_011,11,246611,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_012,12,246612,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,True,72,72,True,True,True,aes_feasible,0.38608822226700723,0.38608822226700723,1.1380014556050386,0.7557125085161698,1.0532336236433368,1.43355287620614,1.43355287620614,13.932550454505211,22.88160810064117,-0.2197869558849863,0.7767051899735085,0.08528747335995444,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
baseline_r1_original,baseline,True,baseline_r1_original_seed_013,13,246613,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_014,14,246614,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
baseline_r1_original,baseline,True,baseline_r1_original_seed_015,15,246615,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,True,72,72,True,True,True,aes_feasible,0.4369654688855833,0.4369654688855833,1.1029000880099307,0.9367992828150475,1.1361194574598992,1.5977312159499233,1.5977312159499233,13.820723530875455,21.132325137006156,0.25881618676256846,0.6401483777705135,0.14370912573958783,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
baseline_r1_original,baseline,True,baseline_r1_original_seed_016,16,246616,R1_aeb_infeasible_stable_aes,0688da6aec7f7314b7a46bbeb62af90313abddffea344d5d1ad1363f5acd678b,m2464_reset_target_004|m2464_reset_target_005|m2464_reset_target_006,m2455_stable_aes_support_001|m2455_stable_aes_support_002|m2455_stable_aes_support_003,runs/m2466_paper_route_current_sim_dual_axis_scenario_quality_r1_reset_sampling_diagnostic_panel/diagnostic_env_configs/baseline_r1_original.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
