gate_id,gate_family,status_pass,observed,expected,failure_type,claim_boundary
source_artifacts_exist,lineage,True,missing=0,missing=0,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
m2623_m2624_m2625_reset_execution_readiness_evidence_accepted,lineage,True,m2623_status=True;selected=chrono_vehicle_or_equivalent_open_backend;source_build=False;adapter_probe=False;reset=False,m2623_status=True;selected=chrono_vehicle_or_equivalent_open_backend;source_build=False;adapter_probe=False;reset=False,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_build_command_contract_rows_pass,contract,True,rows=2;selected=chrono_vehicle_or_equivalent_open_backend,rows=2;selected=chrono_vehicle_or_equivalent_open_backend;build=false;network=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
adapter_probe_command_contract_rows_pass,contract,True,rows=2;selected=chrono_vehicle_or_equivalent_open_backend,rows=2;selected=chrono_vehicle_or_equivalent_open_backend;probe/backend/reset=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
dependency_environment_isolation_guard_rows_pass,contract,True,rows=4,rows=4;install/import/mutation/network/runtime=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_build_artifact_capture_rows_pass,contract,True,rows=4,rows=4;future capture only;source_build=false;observed=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
adapter_probe_trace_capture_rows_pass,contract,True,rows=4,rows=4;future trace only;adapter_probe/backend=false;observed=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
outcome_taxonomy_rows_pass,claim_boundary,True,rows=10,rows=10;schema only;actor-visible=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_guard_rows_pass,contract,True,rows=2,rows=2;obs=72;action=3;mapping preserved;metadata=false,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
claim_boundary_rows_pass,claim_boundary,True,rows=28;forbidden_claims=0,rows=28;forbidden_claims=0;materialization_claim_only=true,,"Route A HF3 selected-platform source-build/adapter-probe execution design materialization only; command contracts isolation guards future artifact/trace capture contracts outcome taxonomy actor/action guard claim-boundary and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, backend availability, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
