outcome_audit_schema_id,outcome_field,field_family,required_for_future_reset_execution_audit,allowed_to_support_reset_success_after_execution,allowed_to_support_rollout_feasibility_after_execution,allowed_to_support_validation_after_execution,actor_visible_allowed,materialized_in_m2623,status_pass,claim_boundary
backend_available_reset_outcome_audit_schema,backend_available,backend_status,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_build_artifact_reset_outcome_audit_schema,source_build_artifact,source_build_evidence,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
adapter_probe_trace_reset_outcome_audit_schema,adapter_probe_trace,adapter_probe_evidence,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_request_valid_reset_outcome_audit_schema,reset_request_valid,request_status,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_attempted_reset_outcome_audit_schema,reset_attempted,execution_status,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_status_reset_outcome_audit_schema,reset_status,execution_status,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_view_available_reset_outcome_audit_schema,actor_view_available,actor_view_status,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
diagnostics_available_reset_outcome_audit_schema,diagnostics_available,audit_metadata,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
failure_reason_reset_outcome_audit_schema,failure_reason,audit_metadata,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
execution_timestamp_reset_outcome_audit_schema,execution_timestamp,audit_metadata,True,True,True,True,False,True,True,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
