gate_id,gate_family,status_pass,observed,expected,failure_type,claim_boundary
source_artifacts_exist,lineage,True,missing=0,missing=0,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
m2619_m2620_m2621_reset_feasibility_readiness_evidence_accepted,lineage,True,m2619_status=True;selected=chrono_vehicle_or_equivalent_open_backend;reset_executed=False;validation_ready=False,m2619_status=True;selected=chrono_vehicle_or_equivalent_open_backend;reset_executed=False;validation_ready=False,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_build_adapter_probe_evidence_admission_rows_pass,contract,True,rows=4;selected=chrono_vehicle_or_equivalent_open_backend,rows=4;selected=chrono_vehicle_or_equivalent_open_backend;execution=false;actor_visible=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
backend_availability_fixture_rows_pass,contract,True,rows=2,rows=2;fixture materialized;backend start/reset=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_invocation_dry_run_contract_rows_pass,contract,True,rows=2,rows=2;source/probe/backend prerequisites true;reset=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_request_binding_rows_pass,lineage,True,rows=2,rows=2;M2619 schema/initial-state/seed references;reset/replay=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_view_after_reset_extraction_rows_pass,contract,True,rows=2,rows=2;obs=72;action=3;deployable actor fields=true;metadata=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_outcome_audit_schema_rows_pass,claim_boundary,True,rows=10,rows=10;schema only;actor-visible=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_guard_rows_pass,contract,True,rows=2,rows=2;obs=72;action=3;mapping preserved;metadata=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
claim_boundary_rows_pass,claim_boundary,True,rows=27;forbidden_claims=0,rows=27;forbidden_claims=0;materialization_claim_only=true,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
no_build_probe_reset_step_action_rollout_replay_or_validation_execution,claim_boundary,True,build/probe/reset/step/action/rollout/replay/validation=false,build/probe/reset/step/action/rollout/replay/validation=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_success_rollout_validation_and_performance_forbidden,claim_boundary,True,reset success/rollout/validation/readiness/result/performance=false,reset success/rollout/validation/readiness/result/performance=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_contract_preserved,contract,True,P0 72/3 preserved;metadata actor-visible=false,P0 72/3 preserved;metadata actor-visible=false,,"Route A HF3 selected-platform reset-execution readiness design materialization only; static source-build/adapter-probe evidence admission backend availability fixture reset invocation dry-run reset request binding actor-view after-reset extraction reset outcome audit schema actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not dependency execution readiness, source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
