key,episode_count,success_rate,collision_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite
actuator_delay_terminal_boundary,30,0.03333333333333333,0.9666666666666667,-0.08506077589881053,5.895753675935729,35.53333333333333,True
delayed_obstacle_reveal_response,30,0.0,1.0,-0.09999705584489739,4.168262257390939,34.333333333333336,True
late_terminal_boundary_margin,29,0.034482758620689655,0.9655172413793104,-0.06889351267346391,-6.410518915485758,22.517241379310345,True
long_delay_steer_lag_evidence,30,0.0,1.0,-0.0876377570179118,-10.401893895238494,20.033333333333335,True
low_grip_terminal_boundary,30,0.23333333333333334,0.6,0.3104970289228234,24.750934100486052,44.1,True
medium_delay_yaw_evidence,30,0.3,0.5666666666666667,0.4989018714208431,35.95413692370005,56.233333333333334,True
mixed_dynamics_terminal_boundary,30,0.03333333333333333,0.9666666666666667,-0.08464178279661615,1.9837420183741552,31.0,True
near_zero_clearance_margin,30,0.3,0.5666666666666667,0.37487688243998346,37.675880416293616,58.4,True
short_delay_brake_evidence,30,0.03333333333333333,0.9666666666666667,-0.09037293784151279,-0.5610518364102234,28.533333333333335,True
stale_evidence_boundary_check,30,0.16666666666666666,0.7,0.19992396791436912,20.64688731130197,46.2,True
tight_road_terminal_boundary,30,0.0,1.0,-0.09206772999573296,4.460283135057399,34.766666666666666,True
variable_delay_mixed_authority,30,0.06666666666666667,0.9333333333333333,-0.05700210321457665,10.712439941630173,37.666666666666664,True
warmup_brake_authority_probe,19,0.0,0.9473684210526315,-0.08097486500420022,5.2519139837643465,37.21052631578947,True
warmup_combined_brake_steer_probe,20,0.05,0.95,-0.043582616908714344,9.29560112918311,37.5,True
warmup_steering_lag_probe,20,0.1,0.75,0.04210107847012077,19.75379778360043,49.4,True
warmup_terminal_recovery_probe,20,0.05,0.8,0.17423961042458153,13.070422563884325,42.05,True
warmup_throttle_release_response,20,0.05,0.95,-0.0743781443994491,-12.7582042384576,18.1,True
warmup_yaw_authority_probe,20,0.0,1.0,-0.10982642733928885,-2.6106652840427547,28.0,True
