seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,termination_reason,obstacle_passed_raw,completion_reason,outcome_bucket,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean,workload_id,task_source_id,profile_name,task_family,source_edge,window_tag,strata,executable_source_family,env_template_family,profile_config_path,checkpoint_path,profile_env_history_length,eval_seed,routing_smoke_only,full_rollout_execution,private_holdout_used,promoted,training_started,replay_started,ppo_used,actor_input_contract_changed,profile_specific_tuning,controller_family_ranking_claim_made,paper_level_claim_made,level3_self_id_claim_made,success,calibration_workload_id,calibration_spec_id,base_task_source_id,track_width_scale,finish_variant,max_steps_scale,bounded_calibration_smoke_execution
170800,checkpoint,116,True,False,0.6239943388703559,0.6383432746275958,1676.3141537442095,1.1560787267201444,0.9522504039576378,0.05806605267222542,1.242627899189825,1.125186589400366,1.2298279066351676,1.3001245629770124,1.3001245629770124,27,True,True,aeb_feasible,False,False,4.491933978785969,1.8611256235694849,2.6308083552164843,off_track,False,off_track,off_track_noncollision_noncompletion,21.61693227492224,0.18635286443898486,3.338798642317576,7.573801693144507,0.6663893845491488,0.06194125544506465,0.0,8.575205360863585,0.0013619638048112392,1,nan,nan,116,3.338798642317576,0.6663893845491488,8.575205360863585,0.18635286443898486,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L0_current_masked,m1680-spec-0000::tw1.5::finish_original::max1.5,L0_current_masked,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,1,170800,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L0_current_masked,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170801,checkpoint,99,True,False,0.384530769628339,0.8672997758601997,1556.8786923422233,1.0737094429946368,1.1688043478077321,0.06285859078642231,1.420283460738021,0.783075984738027,0.8752159511668991,1.0508856918086689,1.0508856918086689,28,True,True,aeb_feasible,False,False,17.44134587325083,2.078385549782024,15.362960323468808,off_track,False,off_track,off_track_noncollision_noncompletion,4.418551010877504,0.044631828392702064,3.650772563087047,7.571027779644723,0.6731995809428678,0.052005422178717016,0.0,8.589063911909355,0.001580000389367342,1,nan,nan,99,3.650772563087047,0.6731995809428678,8.589063911909355,0.044631828392702064,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L1_one_step,m1680-spec-0000::tw1.5::finish_original::max1.5,L1_one_step,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,1,170801,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L1_one_step,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170802,checkpoint,62,True,False,0.3298639995926109,0.9818352378962445,1593.470671047567,1.0989452903776324,1.2163860175525945,-0.001375369930811221,0.6052066178140768,0.7342732231769646,0.7185528809255396,1.4009250916035838,1.4009250916035838,28,True,True,aeb_feasible,True,False,1.6755664388293094,1.7916751165608367,-0.11610867773152722,obstacle_collision,False,obstacle_collision,collision_failure,3.9990774391092323,0.06450124901789084,2.8856334159684263,6.217241928779206,0.4446788465882384,0.1614524415207986,0.0,11.825331711724349,0.0028874019626528025,1,nan,nan,62,2.8856334159684263,0.4446788465882384,11.825331711724349,0.06450124901789084,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_100,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_100,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,100,170802,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_100,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170803,checkpoint,108,True,False,0.7517021269015335,0.48561699959808063,1279.0873118580569,0.8821291805917634,0.8553183771014371,-0.11606219821950448,1.1996773830045862,1.2942065396174285,0.848494962097908,0.9233221349622629,0.9233221349622629,26,True,True,aeb_feasible,False,False,25.055189987805026,1.9264411549664353,23.12874883283859,off_track,False,off_track,off_track_noncollision_noncompletion,-1.880384212922651,-0.01741096493446899,3.589275558435853,7.517294729979348,0.44727587501101107,0.09754538921620529,0.0,6.519205482247255,0.002577015897259116,1,nan,nan,108,3.589275558435853,0.44727587501101107,6.519205482247255,-0.01741096493446899,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_100_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_100_current_tiled,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,100,170803,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_100_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170804,checkpoint,81,True,False,0.5042654554108184,0.64065513932194,1352.3688204148084,0.9326681520102127,0.9664465681774914,0.036326884878223,1.4273273789713197,0.6243007077347941,0.5951733806475895,1.6137538934826683,1.6137538934826685,28,True,True,aeb_feasible,False,False,6.982982661924956,1.6865268204040107,5.296455841520945,off_track,False,off_track,off_track_noncollision_noncompletion,8.15071327682499,0.10062608983734554,3.430181554851857,7.613771664642375,0.4199857589661434,0.047261240433552884,0.0,9.20493963540614,0.002472412306815386,1,nan,nan,81,3.430181554851857,0.4199857589661434,9.20493963540614,0.10062608983734554,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_13,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_13,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,13,170804,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_13,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170805,checkpoint,63,True,False,0.9184171124244802,0.9922044368997287,1624.1504073848132,1.1201037292309057,1.0385632724966576,-0.09513325082817592,1.4362201239525172,0.852099563546042,0.9971770237295221,1.4743362872117063,1.4743362872117063,26,True,True,aeb_feasible,False,False,5.475392691541983,1.7960846231445409,3.679308068397442,off_track,False,off_track,off_track_noncollision_noncompletion,5.298469115399081,0.084102684371414,3.5491931412128395,7.500030915897689,0.5064529809953136,0.04220488275521485,0.0,11.1067052946207,0.0033433351200073957,1,nan,nan,63,3.5491931412128395,0.5064529809953136,11.1067052946207,0.084102684371414,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_13_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_13_current_tiled,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,13,170805,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_13_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170806,checkpoint,94,True,False,0.3101178303513801,1.0480167314488307,1246.893667845884,0.85992666747992,0.9376266107383184,-0.012460067280313014,1.4329696683764521,1.282397915315547,0.8796094951554272,1.351687741148206,1.351687741148206,25,True,True,aeb_feasible,False,False,24.456926489818663,1.9066436631418675,22.550282826676796,off_track,False,off_track,off_track_noncollision_noncompletion,-16.55584351423284,-0.17612599483226427,3.695336130392237,7.535629791040655,0.6174222050889148,0.05967552926376009,0.0,7.157781750340431,0.002292016288265586,1,nan,nan,94,3.695336130392237,0.6174222050889148,7.157781750340431,-0.17612599483226427,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_25,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_25,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25/seed_167400/checkpoint.pt,25,170806,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_25,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170807,checkpoint,97,True,False,0.7069617821898408,0.45144148254161914,1731.6549129120801,1.1942447675255725,1.0329950285912384,0.06461699117666742,0.5263784906098683,1.0671142285341437,0.771258388632306,1.3086215430154073,1.3086215430154073,24,True,True,aeb_feasible,False,False,8.208737549228367,1.776938288665687,6.43179926056268,off_track,False,off_track,off_track_noncollision_noncompletion,-14.337741363274036,-0.1478117666316911,3.4770508166117486,7.6392513656893115,0.6547007559281945,0.031136070104455658,0.0,7.768092256956573,0.0023868342395871878,1,nan,nan,97,3.4770508166117486,0.6547007559281945,7.768092256956573,-0.1478117666316911,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_25_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_25_current_tiled,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,25,170807,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_25_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170808,checkpoint,109,True,False,0.44289834556652685,0.36925414293390824,1535.0048403625783,1.0586240278362609,1.1975401698827013,0.09067161734517803,0.8868058800347289,1.158713928848758,0.5881326066324842,1.7364898247187557,1.736489824718756,23,True,True,aeb_feasible,False,False,11.252963762172334,1.8874074457172503,9.365556316455084,off_track,False,off_track,off_track_noncollision_noncompletion,-9.869530270359116,-0.09054614926934969,3.881013447884347,7.561315867150682,0.37556521653758,0.05114177606813487,0.0,6.274050770818912,0.0017931574257090688,1,nan,nan,109,3.881013447884347,0.37556521653758,6.274050770818912,-0.09054614926934969,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_50,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_50,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,50,170808,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_50,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
170809,checkpoint,84,True,False,0.6462067504408053,1.0254759927331656,1627.9953297694408,1.1227553998409936,0.9093779735689506,0.08487161945606836,0.909702259034136,1.2057037532488397,1.1419662140345612,1.253255093287188,1.253255093287188,22,True,True,aeb_feasible,False,False,21.75299909501989,1.950524052591886,19.802475042428007,off_track,False,off_track,off_track_noncollision_noncompletion,7.526356509494203,0.08959948225588336,3.4501040517515067,7.576109622254876,0.5409104291853958,0.08008700777402157,0.0,8.751437491959585,0.003120930166915059,1,nan,nan,84,3.4501040517515067,0.5409104291853958,8.751437491959585,0.08959948225588336,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_50_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,L2_window_50_current_tiled,T4,actuator_delay_step|capability_step_up,reveal_plus_4,bounded_calibration_smoke;task_family_T4;track_width_1.5;finish_original;max_steps_1.5,capability_step_up,t4_capability_step_temporal,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,50,170809,False,False,False,False,False,False,False,False,False,False,False,False,False,m1680-spec-0000::tw1.5::finish_original::max1.5::L2_window_50_current_tiled,m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,1.5,original,1.5,True
