gate_id,gate_family,status_pass,observed,expected,failure_type,claim_boundary
source_artifacts_exist,lineage,True,missing=0,missing=0,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
m2615_m2616_m2617_m2618_executable_protocol_readiness_evidence_accepted,lineage,True,m2615_status=True;selected=chrono_vehicle_or_equivalent_open_backend;reset_executed=False;validation_ready=False,m2615_status=True;selected=chrono_vehicle_or_equivalent_open_backend;reset_executed=False;validation_ready=False,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_request_schema_rows_pass,contract,True,rows=2;selected=chrono_vehicle_or_equivalent_open_backend,rows=2;selected=chrono_vehicle_or_equivalent_open_backend;obs=72;action=3;execution=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
initial_state_admission_rows_pass,contract,True,rows=2,rows=2;hidden/feasibility/reset/validation actor-visible=false;reset=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_view_parity_rows_pass,contract,True,rows=2,rows=2;obs=72;action=3;deployable actor fields=true;metadata=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_seed_lineage_rows_pass,lineage,True,rows=2,rows=2;deterministic seed and lineage materialized;reset/replay=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_outcome_taxonomy_guard_rows_pass,claim_boundary,True,rows=8,rows=8;outcomes actor-visible=false;validation=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
reset_execution_precondition_rows_pass,claim_boundary,True,rows=6,rows=6;preconditions materialized;reset execution=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_guard_rows_pass,contract,True,rows=2,rows=2;obs=72;action=3;mapping preserved;metadata=false,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
claim_boundary_rows_pass,claim_boundary,True,rows=27;forbidden_claims=0,rows=27;forbidden_claims=0;materialization_claim_only=true,,"Route A HF3 selected-platform reset-feasibility readiness design materialization only; static reset request initial-state actor-view seed-lineage outcome-taxonomy precondition actor/action guard and gate panels may be materialized for the selected open/auditable platform family; not source build execution, adapter probe execution, reset execution, reset success, rollout feasibility, replay execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
