seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,termination_reason,obstacle_passed_raw,completion_reason,outcome_bucket,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,dt,track_width,first_obstacle_pass_step,first_obstacle_pass_time_s,first_recovery_step,first_recovery_time_s,recovery_success,recovery_time_proxy,max_abs_beta,max_abs_yaw_rate,drift_used,controlled_drift_recovery_success,impact_speed_proxy,impact_beta_abs,impact_yaw_rate_abs,impact_severity_proxy,collision_mitigation_score,max_off_track_overshoot,time_to_first_off_track_s,off_track_severity_proxy,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean,workload_id,task_source_id,panel_source_id,panel_task_family,source_origin,source_kind,source_edge,window_tag,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label,source_reference,materialization_semantics,proxy_template_family,generated_source_row,paper_validity_claim,profile_name,profile_config_path,checkpoint_path,eval_seed,success,controlled_routing_smoke_measured_execution,environment_rollout_started,policy_action_executed,measured_rollout_started,training_started,replay_started,ppo_used,promoted,private_holdout_used,actor_input_contract_changed,profile_specific_tuning,controller_family_ranking_claim_made,finite_window_vs_gru_conclusion_made,paper_level_claim_made,level3_self_id_claim_made,reset_sampled_obstacle_label
205600,checkpoint,73,True,False,0.9156581378122316,0.9156581378122316,1329.7905865380587,0.9170969562331439,0.9002782842146857,0.10996691370953271,1.1778268414613917,0.7507513363866812,0.7941958857190141,1.5247717733187067,1.5247717733187067,,False,True,aeb_feasible,False,False,3.874745374169625,1.9377756120090592,1.9369697621605657,off_track,False,off_track,off_track_noncollision_noncompletion,13.21742030075656,0.18106055206515836,2.659076425458988,5.629209660865943,0.5663785503703538,0.028799054716196173,0.0,10.661394735445281,0.001986253308132291,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.028799054716196173,0.44719196790988675,False,False,nan,nan,nan,nan,0.0,0.12920966086594277,1.46,0.12920966086594277,73,2.659076425458988,0.5663785503703538,10.661394735445281,0.18106055206515836,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L0_current_masked,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L0_current_masked,runs/m1674_controller_family_one_seed_public_pilot/configs/L0_current_masked_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L0_current_masked/seed_167400/checkpoint.pt,205600,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205601,checkpoint,87,True,False,0.982720862422043,0.982720862422043,1448.775116419086,0.999155252702818,1.2339455984202614,-0.032235358537343384,1.008580108851838,1.2064968169470442,1.1305689394438818,1.640217146923145,1.6402171469231448,,False,True,aeb_feasible,False,False,7.277924979786499,1.6787642279473536,5.599160751839145,off_track,False,off_track,off_track_noncollision_noncompletion,22.498327773784993,0.2586014686641953,2.5885704279300894,5.507045919311441,0.48774959570928417,0.019559388552587258,0.0,9.142434369391767,0.001586719648912549,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.019559388552587258,0.4047418168816195,False,False,nan,nan,nan,nan,0.0,0.00704591931144094,1.74,0.00704591931144094,87,2.5885704279300894,0.48774959570928417,9.142434369391767,0.2586014686641953,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L1_one_step,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L1_one_step,runs/m1674_controller_family_one_seed_public_pilot/configs/L1_one_step_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L1_one_step/seed_167400/checkpoint.pt,205601,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205602,checkpoint,65,True,False,0.7301935645713679,0.7301935645713679,1462.7650201124202,1.0088034621464967,1.0163073536049965,-0.03635025023147387,1.1929065296586345,0.6561725274848644,0.7504181653048532,1.951433477349028,1.951433477349028,,False,True,aeb_feasible,False,False,15.068223319429583,1.5757187166028817,13.4925046028267,off_track,False,off_track,off_track_noncollision_noncompletion,15.83340240280701,0.24359080619703094,2.546132792536423,5.668264456210363,0.39033664784904937,0.043718358505447946,0.0,9.59751094733541,0.002601271029561758,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.043718358505447946,0.45472504361523053,False,False,nan,nan,nan,nan,0.0,0.16826445621036257,1.3,0.16826445621036257,65,2.546132792536423,0.39033664784904937,9.59751094733541,0.24359080619703094,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_100,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_100,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100/seed_167400/checkpoint.pt,205602,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205603,checkpoint,66,True,False,0.7547006224736695,0.7547006224736695,1528.1314382657717,1.0538837505281184,1.0321816120851623,-0.10150057554167513,0.760693673755043,1.1214175789414855,1.004252013689054,1.914432024992057,1.914432024992057,,False,True,aeb_feasible,False,False,18.035069758877185,1.6183672771729078,16.416702481704277,off_track,False,off_track,off_track_noncollision_noncompletion,6.333650270312287,0.09596439803503465,2.54817324068163,5.653976767796248,0.6034995659844568,0.044687865216019196,0.0,9.86940994078471,0.0031075277365744114,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.044687865216019196,0.44025803097135097,False,False,nan,nan,nan,nan,0.0,0.15397676779624803,1.32,0.15397676779624803,66,2.54817324068163,0.6034995659844568,9.86940994078471,0.09596439803503465,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_100_current_tiled,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_100_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_100_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_100_current_tiled/seed_167400/checkpoint.pt,205603,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205604,checkpoint,66,True,False,0.7171283950734488,0.7171283950734488,1594.837849391314,1.0998881719940097,0.9835187383677327,0.060519712422007155,1.1153630086491242,0.7399402056644102,0.8129415195734001,1.3864033542860015,1.3864033542860015,,False,True,aeb_feasible,False,False,8.713036705814316,1.8287095041201276,6.884327201694188,off_track,False,off_track,off_track_noncollision_noncompletion,15.54975612397362,0.2356023655147518,2.490452816177265,5.646008636284034,0.4477724393701644,0.06749833835290249,0.0,9.843725898932503,0.0027200665790587664,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.06749833835290249,0.4768788193635542,False,False,nan,nan,nan,nan,0.0,0.1460086362840336,1.32,0.1460086362840336,66,2.490452816177265,0.4477724393701644,9.843725898932503,0.2356023655147518,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_13,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_13,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13/seed_167400/checkpoint.pt,205604,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205605,checkpoint,77,True,False,0.3262395993518586,0.3262395993518586,1377.192279513822,0.9497877789750497,0.9094825825665641,-0.03853679054367487,0.7784625399592524,0.8325614535810775,0.8010050989367221,1.3221902964600096,1.3221902964600096,,False,True,aeb_feasible,False,False,15.626988641929989,1.9763122558856185,13.65067638604437,off_track,False,off_track,off_track_noncollision_noncompletion,4.987302110083132,0.0647701572738069,2.7512199797664234,5.553259941077627,0.6319375758969517,0.06312556290752275,0.0,7.280544928856481,0.002800112124532461,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.06312556290752275,0.368814421449843,False,False,nan,nan,nan,nan,0.0,0.053259941077627104,1.54,0.053259941077627104,77,2.7512199797664234,0.6319375758969517,7.280544928856481,0.0647701572738069,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_13_current_tiled,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_13_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_13_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_13_current_tiled/seed_167400/checkpoint.pt,205605,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205606,checkpoint,61,True,False,0.7521420137248298,0.7521420137248298,1390.1256236159588,0.9587073266316958,1.0669057662956656,0.013154397437532994,1.23361359558572,1.1522290614505775,1.1201644666803816,1.6148562377248683,1.614856237724868,,False,True,aeb_feasible,False,False,7.863060498508046,1.6563371327413372,6.20672336576671,off_track,False,off_track,off_track_noncollision_noncompletion,7.565825273156942,0.12402992251076954,2.5695527037831614,5.660193697512863,0.5491812885590361,0.05358836529207449,0.0,10.171872977200472,0.0027675412129610777,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.05358836529207449,0.48676528637810407,False,False,nan,nan,nan,nan,0.0,0.16019369751286305,1.22,0.16019369751286305,61,2.5695527037831614,0.5491812885590361,10.171872977200472,0.12402992251076954,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_25,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_25,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25/seed_167400/checkpoint.pt,205606,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205607,checkpoint,75,True,False,0.36531673785802654,0.36531673785802654,1418.5398794501511,0.9783033651380353,1.0721085169594973,0.047699100299771535,1.2354821754807603,0.6609293856930288,1.0734568750730575,1.6097707976665043,1.6097707976665043,,False,True,aeb_feasible,False,False,13.869434237245478,1.9030254975797751,11.966408739665702,off_track,False,off_track,off_track_noncollision_noncompletion,22.132935612450925,0.29510580816601234,2.5425491892738945,5.537767151215597,0.48665619010116634,0.7338796968123383,0.24,8.264506933834951,0.003874485846608877,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.7338796968123383,1.599860334389094,True,False,nan,nan,nan,nan,0.0,0.03776715121559704,1.5,0.03776715121559704,75,2.5425491892738945,0.48665619010116634,8.264506933834951,0.29510580816601234,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_25_current_tiled,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_25_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_25_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_25_current_tiled/seed_167400/checkpoint.pt,205607,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205608,checkpoint,55,True,False,0.9679687032554501,0.9679687032554501,1513.7221221208558,1.0439462911178317,0.9065701747400469,0.10203086150152574,0.8016981118726527,0.7932594441552792,0.9093321934179402,1.8658479244213004,1.8658479244213007,,False,True,aeb_feasible,False,False,12.860194673332368,1.9762360895754414,10.883958583756925,off_track,False,off_track,off_track_noncollision_noncompletion,11.588520613129742,0.2107003747841771,2.551369978593842,5.510870654301179,0.4770737891716113,0.0543785321544673,0.0,11.496175860968657,0.003152098273858428,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.0543785321544673,0.5535417211002792,False,False,nan,nan,nan,nan,0.0,0.010870654301179172,1.1,0.010870654301179172,55,2.551369978593842,0.4770737891716113,11.496175860968657,0.2107003747841771,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_50,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_50,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50/seed_167400/checkpoint.pt,205608,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
205609,checkpoint,71,True,False,0.6222949479780862,0.6222949479780862,1260.9328038026792,0.8696088302087444,1.0929135620507742,-0.05691936882823323,1.226574375486811,1.2031435915173956,0.7761559502493246,1.4099114825938663,1.4099114825938663,,False,True,aeb_feasible,False,False,7.236814983699883,2.1905860680180753,5.046228915681808,off_track,False,off_track,off_track_noncollision_noncompletion,-4.773660958765251,-0.06723466139105987,2.5881650765342386,5.640689970623164,0.6211749207935179,0.05646297715367894,0.0,8.496983056899312,0.0027322215028107166,1,nan,nan,0.02,5.5,nan,nan,nan,nan,False,nan,0.05646297715367894,0.4250887287283832,False,False,nan,nan,nan,nan,0.0,0.14068997062316413,1.42,0.14068997062316413,71,2.5881650765342386,0.6211749207935179,8.496983056899312,-0.06723466139105987,0,nan,nan,nan,nan,0,nan,nan,nan,nan,m2048-repair-crsr_v0_0000_l2_offtrack_relief::L2_window_50_current_tiled,m2048-repair-crsr_v0_0000_l2_offtrack_relief,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,cosr_v0_0000_offtrack_anchor_relief,smoke_proxy,t5_near_boundary_warmup,false,false,L2_window_50_current_tiled,runs/m1674_controller_family_one_seed_public_pilot/configs/L2_window_50_current_tiled_seed167400.json,runs/m1674_controller_family_one_seed_public_pilot/profile_runs/L2_window_50_current_tiled/seed_167400/checkpoint.pt,205609,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,aeb_feasible
