claim_id,claim_family,claim_allowed_in_m2611,evidence_required_before_claim,status_pass,claim_boundary
selected_platform_dependency_protocol_readiness_design_materialized_claim_boundary,selected_platform_dependency_protocol_readiness_design_materialized,True,M2611 dependency inventory source/build/adapter probe readiness protocol skeleton validation-admission prerequisite actor/action guard claim-boundary and gate rows,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
selected_platform_dependency_inventory_materialized_claim_boundary,selected_platform_dependency_inventory_materialized,True,M2611 selected-platform dependency inventory rows,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
selected_platform_protocol_skeleton_materialized_claim_boundary,selected_platform_protocol_skeleton_materialized,True,M2611 selected-platform protocol skeleton rows preserving P0 72/3,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
dependency_ready_for_execution_claim_boundary,dependency_ready_for_execution,False,future dependency execution readiness audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_build_or_adapter_probe_executed_claim_boundary,source_build_or_adapter_probe_executed,False,future explicit source build or adapter probe,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_protocol_ready_claim_boundary,validation_protocol_ready,False,future executable protocol-readiness audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_admission_granted_claim_boundary,validation_admission_granted,False,future validation-admission audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
external_validation_execution_claim_boundary,external_validation_execution,False,future explicit external-validation execution manifest,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
high_fidelity_validation_readiness_claim_boundary,high_fidelity_validation_readiness,False,future platform/protocol readiness and audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
high_fidelity_validation_result_claim_boundary,high_fidelity_validation_result,False,future external validation execution result audit,True,"Route A HF3 selected-platform dependency/protocol readiness design materialization only; dependency inventory and protocol skeleton rows may be materialized for the selected open/auditable platform family; not dependency execution readiness, source/build execution, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
