candidate_id,intervention_condition_id,role_family,dynamics_axis,seed,steps_executed,backend_status,action_finite,action_within_bounds,observation_shape,action_shape,collision_diagnostic,road_departure_diagnostic,minimum_obstacle_clearance_m,minimum_road_margin_m,trace_delta_proxy,command_response_proxy,diagnostic_only
m2773_stable_avoidable_seed_264100_fresh_nominal_or_role_default,normal_recurrent,stable_avoidable,fresh_nominal_or_role_default,264100,80,running,True,True,72,3,False,False,18.376473891361414,0.6573874549602363,0.028916506469249724,4.801846165535972,True
m2773_stable_avoidable_seed_264100_fresh_nominal_or_role_default,reset_hidden_each_step,stable_avoidable,fresh_nominal_or_role_default,264100,80,running,True,True,72,3,False,False,18.454578891728545,0.7485177991775966,0.026791047304868698,4.869401414273307,True
m2773_stable_avoidable_seed_264100_fresh_nominal_or_role_default,zero_previous_command_history,stable_avoidable,fresh_nominal_or_role_default,264100,80,running,True,True,72,3,False,False,18.45554315349965,0.7264895588528415,1.9245711073279381,4.869155270932242,True
m2773_stable_avoidable_seed_264100_fresh_nominal_or_role_default,held_actuator_history,stable_avoidable,fresh_nominal_or_role_default,264100,80,running,True,True,72,3,False,False,18.470254176772137,0.7446798959902876,1.9301029920578003,4.8847362588625405,True
m2773_stable_avoidable_seed_264100_fresh_fault_delay_noise,normal_recurrent,stable_avoidable,fresh_fault_delay_noise,264100,80,running,True,True,72,3,False,False,17.786540848700568,0.8312641826070484,0.02940932884812355,4.398620502231642,True
m2773_stable_avoidable_seed_264100_fresh_fault_delay_noise,reset_hidden_each_step,stable_avoidable,fresh_fault_delay_noise,264100,80,running,True,True,72,3,False,False,17.857008424807514,0.9163872864417633,0.026161524653434753,4.484009526250884,True
m2773_stable_avoidable_seed_264100_fresh_fault_delay_noise,zero_previous_command_history,stable_avoidable,fresh_fault_delay_noise,264100,80,running,True,True,72,3,False,False,17.84567121162035,0.8965529191267478,1.9217330247163773,4.47001957106404,True
m2773_stable_avoidable_seed_264100_fresh_fault_delay_noise,held_actuator_history,stable_avoidable,fresh_fault_delay_noise,264100,80,running,True,True,72,3,False,False,17.860467481054112,0.9091813906319177,1.9326424539089202,4.4887943546753375,True
m2773_stable_avoidable_seed_264101_fresh_nominal_or_role_default,normal_recurrent,stable_avoidable,fresh_nominal_or_role_default,264101,80,running,True,True,72,3,False,False,17.73131729796093,0.2860996745211566,0.028567079454660416,4.817620892636478,True
m2773_stable_avoidable_seed_264101_fresh_nominal_or_role_default,reset_hidden_each_step,stable_avoidable,fresh_nominal_or_role_default,264101,80,running,True,True,72,3,False,False,17.799514331311084,0.3924106782848271,0.026764552295207977,4.881683815829456,True
m2773_stable_avoidable_seed_264101_fresh_nominal_or_role_default,zero_previous_command_history,stable_avoidable,fresh_nominal_or_role_default,264101,80,running,True,True,72,3,False,False,17.80215283189903,0.3667261417142964,1.927561466395855,4.88242389690131,True
m2773_stable_avoidable_seed_264101_fresh_nominal_or_role_default,held_actuator_history,stable_avoidable,fresh_nominal_or_role_default,264101,80,running,True,True,72,3,False,False,17.808625650237722,0.3793089389217936,1.927838495373726,4.889796085469425,True
m2773_stable_avoidable_seed_264101_fresh_fault_delay_noise,normal_recurrent,stable_avoidable,fresh_fault_delay_noise,264101,80,running,True,True,72,3,False,True,17.337671864216954,-0.0006507443329519802,0.02833743318915367,4.406625826470554,True
m2773_stable_avoidable_seed_264101_fresh_fault_delay_noise,reset_hidden_each_step,stable_avoidable,fresh_fault_delay_noise,264101,80,running,True,True,72,3,False,False,17.39900242176813,0.1199263921636784,0.026522134244441987,4.484077574126422,True
m2773_stable_avoidable_seed_264101_fresh_fault_delay_noise,zero_previous_command_history,stable_avoidable,fresh_fault_delay_noise,264101,80,running,True,True,72,3,False,False,17.400339851813055,0.09026658741382443,1.9285595133900642,4.481015918962657,True
m2773_stable_avoidable_seed_264101_fresh_fault_delay_noise,held_actuator_history,stable_avoidable,fresh_fault_delay_noise,264101,80,running,True,True,72,3,False,False,17.404182157260976,0.10104614758797315,1.9279345393180847,4.486227790825069,True
m2773_stable_avoidable_seed_264102_fresh_nominal_or_role_default,normal_recurrent,stable_avoidable,fresh_nominal_or_role_default,264102,80,running,True,True,72,3,False,False,17.168931417868407,0.3602119894619873,0.0292348749935627,4.792704065033467,True
m2773_stable_avoidable_seed_264102_fresh_nominal_or_role_default,reset_hidden_each_step,stable_avoidable,fresh_nominal_or_role_default,264102,80,running,True,True,72,3,False,False,17.251300694618322,0.4564461845442245,0.026834871619939804,4.857499457785162,True
m2773_stable_avoidable_seed_264102_fresh_nominal_or_role_default,zero_previous_command_history,stable_avoidable,fresh_nominal_or_role_default,264102,80,running,True,True,72,3,False,False,17.24545847246914,0.42161809303683717,1.9269633039832115,4.851741357037099,True
m2773_stable_avoidable_seed_264102_fresh_nominal_or_role_default,held_actuator_history,stable_avoidable,fresh_nominal_or_role_default,264102,80,running,True,True,72,3,False,False,17.25280666016763,0.43598043571370226,1.9258371859788894,4.858358974644216,True
m2773_stable_avoidable_seed_264102_fresh_fault_delay_noise,normal_recurrent,stable_avoidable,fresh_fault_delay_noise,264102,80,running,True,True,72,3,False,False,17.238340565543922,0.8661550713831541,0.02952924817800522,4.959899343439611,True
m2773_stable_avoidable_seed_264102_fresh_fault_delay_noise,reset_hidden_each_step,stable_avoidable,fresh_fault_delay_noise,264102,80,running,True,True,72,3,False,False,17.32070555772063,0.9398212217459263,0.02653074637055397,5.032048876472982,True
m2773_stable_avoidable_seed_264102_fresh_fault_delay_noise,zero_previous_command_history,stable_avoidable,fresh_fault_delay_noise,264102,80,running,True,True,72,3,False,False,17.307875628966286,0.9155807639275491,1.9241589456796646,5.021813942381414,True
m2773_stable_avoidable_seed_264102_fresh_fault_delay_noise,held_actuator_history,stable_avoidable,fresh_fault_delay_noise,264102,80,running,True,True,72,3,False,False,17.319366001366788,0.9256115134833245,1.9284451574087143,5.031759215780767,True
m2773_stable_avoidable_seed_264103_fresh_nominal_or_role_default,normal_recurrent,stable_avoidable,fresh_nominal_or_role_default,264103,80,running,True,True,72,3,False,False,14.361140242836276,0.005823992722044258,0.028429565578699113,4.736945405387087,True
m2773_stable_avoidable_seed_264103_fresh_nominal_or_role_default,reset_hidden_each_step,stable_avoidable,fresh_nominal_or_role_default,264103,80,running,True,True,72,3,False,False,14.434506968795608,0.0965595177266958,0.026566507667303084,4.79703145303647,True
m2773_stable_avoidable_seed_264103_fresh_nominal_or_role_default,zero_previous_command_history,stable_avoidable,fresh_nominal_or_role_default,264103,80,running,True,True,72,3,False,False,14.427325035654624,0.06757289514802456,1.9293926149606704,4.792104109906359,True
m2773_stable_avoidable_seed_264103_fresh_nominal_or_role_default,held_actuator_history,stable_avoidable,fresh_nominal_or_role_default,264103,80,running,True,True,72,3,False,False,14.430123378858658,0.08062322086179274,1.9255173623561859,4.793941989325686,True
