gate_id,gate_family,status_pass,observed,expected,failure_type,claim_boundary
source_artifacts_exist,lineage,True,missing=0,missing=0,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
m2600_m2601_m2602_criteria_evidence_accepted,lineage,True,m2600_status=True;criteria=True;selected=False;decision=False;protocol_ready=False,m2600_status=True;criteria=True;selected=False;decision=False;protocol_ready=False,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
decision_request_rows_complete,contract,True,rows=2,rows=2;selection/decision=false;selected_family=none;future_audit/readiness=true,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
evidence_admission_rows_pass,lineage,True,rows=8,rows=8;decision_design=true;actual_selection/readiness=false,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
candidate_comparison_rows_pass,contract,True,rows=3,rows=3;open_future_eligible=true;black_box_demo=true;repo_local_diagnostic=true;selected=false,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
dependency_guard_rows_pass,contract,True,rows=3,rows=3;install/import/run/mutation=false;future_reviews=true,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_role_compatibility_rows_pass,scenario,True,rows=2,rows=2;design=true;future reset/rollout/holdout=true;execution/readiness/result=false,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_guard_rows_pass,contract,True,rows=2,rows=compatibility_rows;obs=72;action=3;hidden/status/criteria/decision/outcomes=false,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
claim_boundary_rows_pass,claim_boundary,True,rows=19;forbidden_claims=0,rows=19;forbidden_claims=0;decision_design_materialized=true,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_contract_preserved,contract,True,obs=72;action=3,obs=72;action=3,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
no_platform_selected_or_external_execution,claim_boundary,True,selection/decision/selected/install/import/run/reset/action/step/rollout/validation=false,selection/decision/selected/install/import/run/reset/action/step/rollout/validation=false,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_readiness_and_result_forbidden,claim_boundary,True,readiness/result/performance=false,readiness/result/performance=false,,"Route A HF3 after-closure platform-selection decision-design materialization preflight only; decision-design artifacts may be materialized; not actual platform selection, selection decision, selected platform family, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
