profile_name,parent_feasibility_tier_id,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
L0_current_masked,tier_b_feasible_emergency,outcome_by_profile_parent_tier,weak_support,12,4,1,7,7,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.5833333333333334,10.803059414652642,13.615301038341919,27.0,True,4,1,7,7,1,4
L0_current_masked,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,weak_support,44,1,1,42,42,0.022727272727272728,0.022727272727272728,0.9545454545454546,0.9545454545454546,31.26017549923907,7.1927428650999925,20.65909090909091,True,1,1,42,42,1,1
L0_current_masked,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,weak_support,9,1,7,1,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.025499080256329226,-6.55889596100325,16.22222222222222,True,1,7,1,1,7,1
L0_current_masked,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,4,3,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.01647453453398,-4.556233210514628,23.714285714285715,True,0,4,3,3,4,0
L0_current_masked,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,15.249306342108802,7.29257180734715,18.25,True,0,0,8,8,0,0
L1_one_step,tier_b_feasible_emergency,outcome_by_profile_parent_tier,weak_support,12,4,2,6,6,0.3333333333333333,0.16666666666666666,0.5,0.5,10.991410363800881,11.807375666335195,26.333333333333332,True,4,2,6,6,2,4
L1_one_step,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,weak_support,44,3,1,40,40,0.06818181818181818,0.022727272727272728,0.9090909090909091,0.9090909090909091,31.293084463720643,8.186968758184783,21.0,True,3,1,40,40,1,3
L1_one_step,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,weak_support,9,3,6,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.19889190274571733,0.8366062341105914,16.88888888888889,True,3,6,0,0,6,3
L1_one_step,tier_e_mitigation_only,outcome_by_profile_parent_tier,weak_support,7,1,3,3,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8516883011221577,4.8314728582350375,26.0,True,1,3,3,3,3,1
L1_one_step,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,14.989338762322582,8.405146630999527,18.625,True,0,0,8,8,0,0
L2_window_100,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,3,9,10,0.0,0.25,0.75,0.8333333333333334,12.459887175377432,0.043530847970307596,21.083333333333332,True,0,3,9,10,2,0
L2_window_100,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,0,44,44,0.0,0.0,1.0,1.0,32.88627221306326,3.8468255590567013,17.681818181818183,True,0,0,44,44,0,0
L2_window_100,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,7,2,6,0.0,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.13411985568580348,-11.462834900199832,15.0,True,0,7,2,6,3,0
L2_window_100,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,2.648875901452501,0.6243830741201466,21.285714285714285,True,0,1,6,6,1,0
L2_window_100,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,15.960913505295713,4.847705331048295,16.875,True,0,0,8,8,0,0
L2_window_100_current_tiled,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,4,8,11,0.0,0.3333333333333333,0.6666666666666666,0.9166666666666666,12.067020541736305,-0.20934862948973484,21.583333333333332,True,0,4,8,11,1,0
L2_window_100_current_tiled,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,1,43,44,0.0,0.022727272727272728,0.9772727272727273,1.0,33.057546452606566,3.286930602652637,17.40909090909091,True,0,1,43,44,0,0
L2_window_100_current_tiled,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,7,2,5,0.0,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.0540125546435499,-11.281463296890543,15.11111111111111,True,0,7,2,5,4,0
L2_window_100_current_tiled,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,7,0.0,0.14285714285714285,0.8571428571428571,1.0,2.60845699215792,0.27575744439458727,21.142857142857142,True,0,1,6,7,0,0
L2_window_100_current_tiled,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.347516353071093,3.6342641181834834,16.375,True,0,0,8,8,0,0
L2_window_13,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,2,10,11,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666666,12.482749438533839,0.7529879485769614,21.083333333333332,True,0,2,10,11,1,0
L2_window_13,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,0,44,44,0.0,0.0,1.0,1.0,33.08388547718703,3.1856366673086067,17.431818181818183,True,0,0,44,44,0,0
L2_window_13,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,8,1,4,0.0,0.8888888888888888,0.1111111111111111,0.4444444444444444,0.07460478545548664,-13.770408697672416,15.0,True,0,8,1,4,5,0
L2_window_13,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,2,5,7,0.0,0.2857142857142857,0.7142857142857143,1.0,2.6660569693845453,-2.288113014736417,21.285714285714285,True,0,2,5,7,0,0
L2_window_13,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.505397976421925,4.315548265637756,16.25,True,0,0,8,8,0,0
L2_window_13_current_tiled,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,2,10,10,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,12.406114854844391,1.4443408924577923,21.083333333333332,True,0,2,10,10,2,0
L2_window_13_current_tiled,tier_c_boundary_near_miss,outcome_by_profile_parent_tier,no_support,44,0,1,43,43,0.0,0.022727272727272728,0.9772727272727273,0.9772727272727273,33.06716915903715,2.9946448517787005,17.386363636363637,True,0,1,43,43,1,0
L2_window_13_current_tiled,tier_d_handling_limit_drift_required,outcome_by_profile_parent_tier,no_support,9,0,8,1,5,0.0,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.10688460494636853,-14.547085005402502,15.0,True,0,8,1,5,4,0
L2_window_13_current_tiled,tier_e_mitigation_only,outcome_by_profile_parent_tier,no_support,7,0,1,6,7,0.0,0.14285714285714285,0.8571428571428571,1.0,2.5713407556577956,-0.09992172941393365,21.142857142857142,True,0,1,6,7,0,0
L2_window_13_current_tiled,tier_not_applicable_offtrack_boundary_relief,outcome_by_profile_parent_tier,no_support,8,0,0,8,8,0.0,0.0,1.0,1.0,16.34235284419221,4.197080284256103,16.375,True,0,0,8,8,0,0
L2_window_25,tier_b_feasible_emergency,outcome_by_profile_parent_tier,no_support,12,0,3,9,9,0.0,0.25,0.75,0.75,12.439928178211735,0.12619155944907032,21.166666666666668,True,0,3,9,9,3,0
