key,episode_count,success_rate,collision_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite
actuator_delay_proxy,24,0.041666666666666664,0.0,13.082184075632108,20.298334199151906,70.75,True
actuator_delay_proxy+capability_step_proxy,36,0.027777777777777776,0.0,13.000041355629255,23.211639581738957,76.75,True
actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,36,0.027777777777777776,0.1111111111111111,7.313424415476831,18.452481664948785,69.77777777777777,True
anchor_neighborhood,12,0.0,0.08333333333333333,7.1762033543643,20.220229657425687,71.83333333333333,True
capability_step_proxy,24,0.08333333333333333,0.0,12.975502023255054,23.635335557844503,78.5,True
capability_step_proxy+terminal_boundary_proxy+warmup_proxy,36,0.027777777777777776,0.05555555555555555,8.65290879698674,23.111243340825116,66.0,True
capability_step_proxy+warmup_proxy,36,0.08333333333333333,0.0,11.654535871529601,25.874818810073286,74.36111111111111,True
mitigation_isolation_check,12,0.16666666666666666,0.08333333333333333,5.997729657662821,23.765489038546892,65.83333333333333,True
offtrack_boundary_relief,12,0.0,0.0,11.508040952493014,19.299476995108147,66.5,True
same_current_brake_authority_older_history_proxy,12,0.08333333333333333,0.0,12.916700152070398,17.425528151989244,83.58333333333333,True
same_current_drive_brake_asymmetry_older_history_proxy,12,0.08333333333333333,0.0,15.776873381238632,23.964468065049633,74.0,True
same_current_mixed_authority_older_history_proxy,12,0.0,0.16666666666666666,4.6041279570211096,22.209302884142968,70.66666666666667,True
same_current_rear_lateral_authority_older_history_proxy,12,0.0,0.0,15.19803107347335,19.287967286208815,75.0,True
same_current_steer_lag_older_history_proxy,12,0.0,0.0,14.221624094190538,21.084965375532498,73.5,True
same_current_yaw_authority_older_history_proxy,12,0.0,0.16666666666666666,10.21435659267559,14.963552909476242,71.25,True
success_stabilizer,12,0.08333333333333333,0.0,8.917060827965427,18.152852829107715,73.66666666666667,True
terminal_boundary_proxy,24,0.08333333333333333,0.0,6.576504491605587,24.66111226456536,69.54166666666667,True
terminal_boundary_proxy+warmup_proxy,24,0.0,0.041666666666666664,7.986472270144574,16.733233301727463,68.91666666666667,True
warmup_brake_authority_proxy,12,0.08333333333333333,0.0,9.996074081980028,28.29320491126974,76.66666666666667,True
warmup_mixed_authority_proxy,12,0.0,0.0,11.264418926628084,19.177139876175342,75.75,True
warmup_rear_lateral_authority_proxy,12,0.0,0.0,15.856951760744854,18.002998979157756,69.58333333333333,True
warmup_steer_lag_proxy,12,0.0,0.0,12.19194026107517,17.816978307554297,72.0,True
warmup_terminal_boundary_recovery_proxy,12,0.08333333333333333,0.0,8.226363826650143,25.117563113806877,67.33333333333333,True
warmup_yaw_authority_proxy,12,0.16666666666666666,0.0,11.933381210116837,29.039123915160285,75.91666666666667,True
