policy,row_id,weight,combined_loss,preferred_separation,wrong_preference,logp_correct_preferred,logp_wrong_preferred,logp_wrong_rejected
m290x64_a500,0,0.024373412132263184,1.4009790420532227,0.6814020872116089,0.7195770144462585,1.1039022207260132,1.0302724838256836,1.0280933380126953
m290x64_a500,1,0.02492563985288143,1.4009668827056885,0.6814456582069397,0.719521164894104,1.1032764911651611,1.0297348499298096,1.0276645421981812
m290x64_a500,2,0.024054812267422676,1.362947702407837,0.6557890772819519,0.707158625125885,1.0606894493103027,0.9345232844352722,0.9566940069198608
m290x64_a500,3,0.02461155503988266,1.362959861755371,0.6558620929718018,0.7070978283882141,1.0601673126220703,0.9341529607772827,0.9564436078071594
m290x64_a500,4,0.022766200825572014,1.3941926956176758,0.6800783276557922,0.7141144275665283,1.0608538389205933,0.9845431447029114,0.9930391907691956
m290x64_a500,5,0.023281853646039963,1.3942155838012695,0.6801373362541199,0.7140781879425049,1.0602914094924927,0.9841002225875854,0.9926673769950867
m290x64_a500,6,0.3274986147880554,1.3985881805419922,0.6846696734428406,0.7139185667037964,1.030334234237671,0.9633067846298218,0.9721866846084595
m290x64_a500,7,0.020931771025061607,1.3986194133758545,0.6847271919250488,0.7138922214508057,1.0298188924789429,0.9629074335098267,0.9718389511108398
m290x64_a500,8,0.018424546346068382,1.4041242599487305,0.6889688372612,0.7151554226875305,1.0092928409576416,0.9509186148643494,0.9573761224746704
m290x64_a500,9,0.014921647496521473,1.4169611930847168,0.6991314888000488,0.7178296446800232,1.0298188924789429,0.9917519092559814,0.9929815530776978
m290x64_a500,10,0.014513424597680569,1.421687126159668,0.7037853002548218,0.7179018259048462,1.0602914094924927,1.0314557552337646,1.032544493675232
m290x64_a500,11,0.05691061168909073,1.3470501899719238,0.669468879699707,0.6775813102722168,0.8884451985359192,0.7905142903327942,0.8718920946121216
m290x64_a500,12,0.014258801005780697,1.4162620306015015,0.698090672492981,0.7181713581085205,1.0092928409576416,0.969155490398407,0.9697180986404419
m290x64_a500,13,0.012880828231573105,1.4260234832763672,0.7111340165138245,0.7148894667625427,1.1032764911651611,1.0889322757720947,1.0959104299545288
m290x64_a500,14,0.01278961542993784,1.4608194828033447,0.7158119678497314,0.7450075745582581,1.5081008672714233,1.5029281377792358,1.4517648220062256
m290x64_a500,15,0.13812963664531708,1.4263547658920288,0.7027458548545837,0.7236089110374451,0.9954869151115417,0.9645929932594299,0.9545700550079346
m290x64_a500,16,0.07447792589664459,1.4274723529815674,0.7151979207992554,0.712274432182312,1.152462363243103,1.1460881233215332,1.1581926345825195
m291raw,0,0.024373412132263184,1.4023562669754028,0.6820793151855469,0.720276951789856,1.1038808822631836,1.0316212177276611,1.028078317642212
m291raw,1,0.02492563985288143,1.4023375511169434,0.6821197271347046,0.720217764377594,1.1032551527023315,1.031077265739441,1.0276496410369873
m291raw,2,0.024054812267422676,1.3646224737167358,0.6566048860549927,0.7080175876617432,1.0606672763824463,0.936196506023407,0.9566736221313477
m291raw,3,0.02461155503988266,1.3646299839019775,0.6566756367683411,0.7079542875289917,1.0601452589035034,0.9358214735984802,0.9564233422279358
m291raw,4,0.022766200825572014,1.395307183265686,0.6806287169456482,0.7146784663200378,1.0608340501785278,0.9856383800506592,0.9930296540260315
m291raw,5,0.023281853646039963,1.395324945449829,0.6806853413581848,0.7146396636962891,1.0602717399597168,0.985190749168396,0.9926579594612122
m291raw,6,0.3274986147880554,1.3994815349578857,0.6851122379302979,0.7143692970275879,1.030318021774292,0.9641830921173096,0.9721798896789551
m291raw,7,0.020931771025061607,1.3995089530944824,0.6851679086685181,0.7143409848213196,1.029802680015564,0.9637799859046936,0.971832275390625
m291raw,8,0.018424546346068382,1.4048662185668945,0.6893370747566223,0.7155290842056274,1.009279489517212,0.9516447186470032,0.9573708772659302
m291raw,9,0.014921647496521473,1.4177906513214111,0.6995440721511841,0.7182465195655823,1.029802680015564,0.9925558567047119,0.9929717779159546
m291raw,10,0.014513424597680569,1.4226179122924805,0.704248309135437,0.7183696627616882,1.0602717399597168,1.0323522090911865,1.0325278043746948
m291raw,11,0.05691061168909073,1.3481037616729736,0.6699939966201782,0.6781097054481506,0.8884368538856506,0.7915816307067871,0.871886134147644
m291raw,12,0.014258801005780697,1.4169671535491943,0.6984414458274841,0.7185256481170654,1.009279489517212,0.9698402285575867,0.969711422920227
m291raw,13,0.012880828231573105,1.4268218278884888,0.7115318775177002,0.7152899503707886,1.1032551527023315,1.0896927118301392,1.0958869457244873
m291raw,14,0.01278961542993784,1.4614778757095337,0.7161369323730469,0.7453409433364868,1.5080722570419312,1.5035351514816284,1.4517371654510498
m291raw,15,0.13812963664531708,1.426871418952942,0.7030031681060791,0.7238682508468628,0.9954754710197449,0.9650912880897522,0.9545648097991943
m291raw,16,0.07447792589664459,1.4279900789260864,0.7154560685157776,0.7125340104103088,1.1524451971054077,1.146576166152954,1.15817129611969
m294raw,0,0.024373412132263184,1.4026217460632324,0.6822094917297363,0.7204121947288513,1.1038779020309448,1.03188157081604,1.0280752182006836
m294raw,1,0.02492563985288143,1.4026025533676147,0.6822496652603149,0.7203528881072998,1.1032524108886719,1.0313373804092407,1.027646541595459
m294raw,2,0.024054812267422676,1.364932894706726,0.6567556858062744,0.7081772089004517,1.0606639385223389,0.9365063905715942,0.9566688537597656
m294raw,3,0.02461155503988266,1.3649405241012573,0.6568265557289124,0.708113968372345,1.0601418018341064,0.936131477355957,0.9564185738563538
m294raw,4,0.022766200825572014,1.3955678939819336,0.6807569861412048,0.714810848236084,1.0608311891555786,0.9858953356742859,0.99302738904953
m294raw,5,0.023281853646039963,1.3955857753753662,0.6808136105537415,0.7147721648216248,1.0602688789367676,0.9854477047920227,0.9926555752754211
m294raw,6,0.3274986147880554,1.3997186422348022,0.6852293014526367,0.7144893407821655,1.0303153991699219,0.9644164443016052,0.9721781015396118
m294raw,7,0.020931771025061607,1.3997457027435303,0.6852848529815674,0.7144608497619629,1.0297999382019043,0.9640129804611206,0.9718304872512817
m294raw,8,0.018424546346068382,1.4050801992416382,0.6894429922103882,0.71563720703125,1.0092768669128418,0.9518546462059021,0.957369327545166
m294raw,9,0.014921647496521473,1.417991042137146,0.6996434926986694,0.7183475494384766,1.0297999382019043,0.9927506446838379,0.9929693937301636
m294raw,10,0.014513424597680569,1.4228098392486572,0.7043434977531433,0.7184663414955139,1.0602688789367676,1.032537579536438,1.032524585723877
m294raw,11,0.05691061168909073,1.3483479022979736,0.6701156497001648,0.6782323122024536,0.8884353041648865,0.7918292284011841,0.871884822845459
m294raw,12,0.014258801005780697,1.417159080505371,0.69853675365448,0.7186223268508911,1.0092768669128418,0.9700271487236023,0.9697097539901733
