policy,row_id,weight,combined_loss,preferred_separation,wrong_preference,logp_correct_preferred,logp_wrong_preferred,logp_wrong_rejected
m290x64_a500,6,0.3274986147880554,1.3985881805419922,0.6846696734428406,0.7139185667037964,1.030334234237671,0.9633067846298218,0.9721866846084595
m290x64_a500,11,0.05691061168909073,1.3470501899719238,0.669468879699707,0.6775813102722168,0.8884451985359192,0.7905142903327942,0.8718920946121216
m290x64_a500,15,0.13812963664531708,1.4263547658920288,0.7027458548545837,0.7236089110374451,0.9954869151115417,0.9645929932594299,0.9545700550079346
m290x64_a500,16,0.07447792589664459,1.4274723529815674,0.7151979207992554,0.712274432182312,1.152462363243103,1.1460881233215332,1.1581926345825195
m291raw,6,0.3274986147880554,1.3994815349578857,0.6851122379302979,0.7143692970275879,1.030318021774292,0.9641830921173096,0.9721798896789551
m291raw,11,0.05691061168909073,1.3481037616729736,0.6699939966201782,0.6781097054481506,0.8884368538856506,0.7915816307067871,0.871886134147644
m291raw,15,0.13812963664531708,1.426871418952942,0.7030031681060791,0.7238682508468628,0.9954754710197449,0.9650912880897522,0.9545648097991943
m291raw,16,0.07447792589664459,1.4279900789260864,0.7154560685157776,0.7125340104103088,1.1524451971054077,1.146576166152954,1.15817129611969
m294raw,6,0.3274986147880554,1.3997186422348022,0.6852293014526367,0.7144893407821655,1.0303153991699219,0.9644164443016052,0.9721781015396118
m294raw,11,0.05691061168909073,1.3483479022979736,0.6701156497001648,0.6782323122024536,0.8884353041648865,0.7918292284011841,0.871884822845459
m294raw,15,0.13812963664531708,1.4270260334014893,0.7030799984931946,0.7239460349082947,0.9954729676246643,0.9652408957481384,0.9545633792877197
m294raw,16,0.07447792589664459,1.4280931949615479,0.7155075073242188,0.7125857472419739,1.1524429321289062,1.1466745138168335,1.158168077468872
