candidate_key,profile_name,profile_group,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,action_rate_mean,high_sideslip_fraction_mean
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L0_current_masked,L0,5,4,1,0,0,0.8,0.2,0.0,0.0,2.287615029077591,23.065702958813112,30.0,0.002262529404833913,0.04666666666666667
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L1_one_step,L1,5,3,0,2,2,0.6,0.0,0.4,0.4,2.1749593129667706,22.69798340752419,29.8,0.0023078313563019036,0.13666666666666666
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_100,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.8673617805708664,3.3728259025172536,24.4,0.006462808139622212,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_100_current_tiled,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.166687080733922,4.484758413057659,25.2,0.008248133771121501,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_13,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.780654707060016,3.6721634158505894,24.6,0.006382731813937425,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_13_current_tiled,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.9071007473791033,3.6580737317034817,24.2,0.008458187617361546,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_25,L2,5,0,1,4,5,0.0,0.2,0.8,1.0,2.5119685812924937,1.1855553444622955,24.8,0.006558979675173759,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_25_current_tiled,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.412694999016935,5.600777692307829,24.8,0.00861801877617836,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_50,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.5001810909951403,4.825963478440002,25.0,0.006294200755655765,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L2_window_50_current_tiled,L2,5,0,0,5,5,0.0,0.0,1.0,1.0,2.4841065229511794,5.364145829160231,24.6,0.00846051201224327,0.0
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L3_online_gru,L3,5,5,0,0,0,1.0,0.0,0.0,0.0,2.045085949737891,33.277354853403004,29.8,0.002935853088274598,0.40007044864664437
success_stabilizer|stable_aes_only|tier_b_feasible_emergency|post_friction_step|aes_feasible,L3_reset_control_corrected,L3,5,5,0,0,0,1.0,0.0,0.0,0.0,2.406898188264096,34.63353911392649,29.6,0.001428835978731513,0.36901907469204465
