target_id,target_family,source_family,source_key,task_family,source_edge_or_axis,role_semantics_proxy,episode_or_row_count,blocking_count,regressed_row_count,existing_success_count,existing_collision_count,existing_offtrack_count,source_diversity_bucket,future_execution_role,diagnostic_only_no_verdict,actor_input_contract_changed,target_labels_actor_visible,hidden_oracle_actor_input_required,protected_rows_in_success_denominator,workload_id,profile_name,runtime_profile_name,policy_subject_id,checkpoint_path,error_type,error_message,bounded_target_panel_execution,protected_target_recorded_not_executed,failure_recorded_not_dropped,training_started,replay_started,ppo_used,promoted,private_holdout_used,profile_specific_tuning,ranking_run,success_rate_verdict_claim_made,driver_performance_claim_made,claim_boundary
m2691-target-0010,protected_mitigation_preservation,protected_mitigation,m2657_protected_mitigation_tradeoff_boundary,route_a_protected,scenario_role,unavoidable_mitigation,8,8,5,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0011,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_subject_m1154_original_policy,route_a_protected,subject,m1154_original_policy,9,9,27,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0012,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_subject_m2532_guarded_repair_policy,route_a_protected,subject,m2532_guarded_repair_policy,9,8,26,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0013,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_subject_m2537_mitigation_preserving_policy,route_a_protected,subject,m2537_mitigation_preserving_policy,9,8,26,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0014,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_dynamics_axis_fresh_protected_close_cut_in_fault,route_a_protected,dynamics_axis,fresh_protected_close_cut_in_fault,9,9,34,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0015,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_dynamics_axis_fresh_protected_fault_delay_noise,route_a_protected,dynamics_axis,fresh_protected_fault_delay_noise,9,9,23,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0016,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_dynamics_axis_fresh_protected_nominal,route_a_protected,dynamics_axis,fresh_protected_nominal,9,7,22,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0017,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_metric_minimum_obstacle_clearance_m,route_a_protected,metric,minimum_obstacle_clearance_m,9,9,28,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0018,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_metric_obstacle_penetration_proxy_m,route_a_protected,metric,obstacle_penetration_proxy_m,9,9,28,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
m2691-target-0019,protected_mitigation_preservation,protected_mitigation,m2667_known_failure_metric_severity_proxy,route_a_protected,metric,severity_proxy,9,7,23,,,,route_a_fresh_protected_taxonomy,post_audit_measured_target_candidate; protected rows must remain outside success denominators,True,False,False,False,False,,L3_online_gru,L3_online_gru,m2655_mitigation_preserving_policy,runs/m2655_engineering_controller_route_a_source_only_gap_targeted_repair_mitigation_preserving_execution/checkpoints/m2655_mitigation_preserving_actor_head_repair.pt,source_not_executable_in_current_runner,protected mitigation taxonomy target has no current executable workload mapping,True,True,True,False,False,False,False,False,False,False,False,False,"M2693 source-diverse off-track/protected bounded execution preflight only; reset, step, rollout, and policy actions may be recorded for the bounded M2691 current-sim target rows, protected targets may be recorded as explicit non-executable failure rows, but no replay, validation, training, PPO, private holdout, profile-specific tuning, ranking, winner selection, promotion, success-rate verdict, repair-success, driver-performance, paper, finite-window-vs-GRU, current-response, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
