policy,row_id,weight,combined_loss,preferred_separation,wrong_preference,logp_correct_preferred,logp_wrong_preferred,logp_wrong_rejected
m298pref_a020,0,0.024373412132263184,1.3976531028747559,0.6797699332237244,0.7178831100463867,1.1038843393325806,1.0269484519958496,1.028073787689209
m298pref_a020,1,0.02492563985288143,1.3976449966430664,0.6798155307769775,0.7178294658660889,1.1032586097717285,1.0264151096343994,1.0276451110839844
m298pref_a020,2,0.024054812267422676,1.3590031862258911,0.6538705825805664,0.7051326036453247,1.0606768131256104,0.9305176138877869,0.9566887617111206
m298pref_a020,3,0.02461155503988266,1.3590199947357178,0.6539456844329834,0.7050743699073792,1.0601547956466675,0.9301521182060242,0.9564383625984192
m298pref_a020,4,0.022766200825572014,1.3909469842910767,0.6784805059432983,0.7124664783477783,1.0608400106430054,0.9812883138656616,0.9930159449577332
m298pref_a020,5,0.023281853646039963,1.3909752368927002,0.6785421371459961,0.7124330997467041,1.0602775812149048,0.9808509945869446,0.9926441311836243
m298pref_a020,6,0.3274986147880554,1.3956408500671387,0.6832143068313599,0.7124266028404236,1.0303192138671875,0.9603537321090698,0.9721596240997314
m298pref_a020,7,0.020931771025061607,1.395676612854004,0.6832740306854248,0.7124026417732239,1.02980375289917,0.9599590301513672,0.9718118906021118
m298pref_a020,8,0.018424546346068382,1.4014298915863037,0.687636137008667,0.7137938141822815,1.009275197982788,0.9482225179672241,0.9573469161987305
m298pref_a020,9,0.014921647496521473,1.4146640300750732,0.6979914903640747,0.7166724801063538,1.02980375289917,0.989469051361084,0.9929592609405518
m298pref_a020,10,0.014513424597680569,1.4196385145187378,0.7027673721313477,0.7168711423873901,1.0602775812149048,1.0294263362884521,1.0325281620025635
m298pref_a020,11,0.05691061168909073,1.3443608283996582,0.6681293249130249,0.6762314438819885,0.8884214758872986,0.7877437472343445,0.8718663454055786
m298pref_a020,12,0.014258801005780697,1.4139628410339355,0.6969500184059143,0.7170128226280212,1.009275197982788,0.9668664336204529,0.9696915149688721
m298pref_a020,13,0.012880828231573105,1.4246573448181152,0.710452139377594,0.7142051458358765,1.1032586097717285,1.0875742435455322,1.0958926677703857
m298pref_a020,14,0.01278961542993784,1.459950566291809,0.715382993221283,0.7445675730705261,1.508074164390564,1.502062201499939,1.4517366886138916
m298pref_a020,15,0.13812963664531708,1.4243723154067993,0.7017620801925659,0.7226102352142334,0.9954679608345032,0.9626241326332092,0.9545413255691528
m298pref_a020,16,0.07447792589664459,1.4267139434814453,0.7148182988166809,0.7118955850601196,1.152431607246399,1.14531409740448,1.1581623554229736
m302_a001,0,0.024373412132263184,1.3976541757583618,0.6797705292701721,0.7178836464881897,1.1038843393325806,1.0269496440887451,1.028073787689209
m302_a001,1,0.02492563985288143,1.397646188735962,0.6798160672187805,0.7178300619125366,1.1032586097717285,1.026416301727295,1.0276451110839844
m302_a001,2,0.024054812267422676,1.3590044975280762,0.6538711786270142,0.7051332592964172,1.0606768131256104,0.9305189847946167,0.9566887617111206
