protocol_version,milestone_id,run_id,row_id,evidence_layer,surface_id,scenario_role,fixture_id,seed,subject_id,checkpoint_path,actor_contract_id,observation_shape,action_shape,actor_encoder,action_horizon,actor_input_leak_flags,reset_status,backend_status,episode_started,episode_completed,step_count,terminal_status,action_finite,action_within_bounds,collision_event,obstacle_passed_event,road_departure_event,minimum_obstacle_clearance_m,minimum_road_margin_m,final_road_margin_m,maximum_abs_lateral_velocity,maximum_abs_yaw_rate,maximum_abs_lateral_position,final_abs_lateral_velocity,final_abs_yaw_rate,recovery_time_proxy_s,steering_saturation_fraction,throttle_saturation_fraction,brake_saturation_fraction,command_delta_l1_mean,simultaneous_throttle_brake_fraction,collision_speed_proxy,impact_angle_proxy,severity_proxy,mitigation_delta_against_reference,metric_completeness_flags,diagnostic_only_no_ranking_claim,claim_scope,forbidden_interpretation,source_artifact
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2498_engineering_controller_parameterized_source_only_role_metric_panel,m2498_role_drift_required_recovery,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture,,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.727766157483,0.590167353756,9.18617440652,0.727766157483,0.590167353756,,0,0,0,0.0146124876772,1,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=policy_actor",runs/m2498_engineering_controller_parameterized_source_only_role_metric_panel/role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2498_engineering_controller_parameterized_source_only_role_metric_panel,m2498_role_stable_aes,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture,,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,1.10069685517,0.860575658524,8.87455270611,1.10069685517,0.860575658524,,0,0,0,0.021006133746,1,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=policy_actor",runs/m2498_engineering_controller_parameterized_source_only_role_metric_panel/role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2498_engineering_controller_parameterized_source_only_role_metric_panel,m2498_role_unavoidable_mitigation,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture,,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.963968269296,0.728574289175,4.35557577943,0.963968269296,0.727072164157,,0,0,0,0.0103233375333,1,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=policy_actor",runs/m2498_engineering_controller_parameterized_source_only_role_metric_panel/role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_coast_open_loop_drift_required_recovery,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture,,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.391983111863,0.164573863451,1.52241703275,3.98416393945e-19,3.68064984728e-19,,0,1,1,0,0,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=open_loop_action",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_coast_open_loop_stable_aes,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture,,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.0259512617395,0.0107363745754,0.0126514511476,2.32866157858e-31,1.28779778247e-31,,0,1,1,0,0,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=open_loop_action",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_coast_open_loop_unavoidable_mitigation,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture,,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.245781367186,0.116290368151,0.99348665039,2.21474007942e-19,1.96214251081e-19,,0,1,1,0,0,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=open_loop_action",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_m1154_policy_actor_drift_required_recovery,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture,,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.727766157483,0.590167353756,9.18617440652,0.727766157483,0.590167353756,,0,0,0,0.0146124876772,1,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=policy_actor",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_m1154_policy_actor_stable_aes,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture,,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,1.10069685517,0.860575658524,8.87455270611,1.10069685517,0.860575658524,,0,0,0,0.021006133746,1,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=policy_actor",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_m1154_policy_actor_unavoidable_mitigation,source_only_diagnostic,source_only_four_wheel_hf0,unavoidable_mitigation,hf0_four_wheel_unavoidable_mitigation_fixture,,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.963968269296,0.728574289175,4.35557577943,0.963968269296,0.727072164157,,0,0,0,0.0103233375333,1,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=policy_actor",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_straight_full_brake_open_loop_drift_required_recovery,source_only_diagnostic,source_only_four_wheel_hf0,drift_required_recovery,hf0_four_wheel_drift_required_recovery_fixture,,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.393464294945,0.165529344166,1.10727090051,5.08354637657e-15,1.04968604485e-14,,0,1,1,0,0,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=open_loop_action",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
engineering_controller_behavior_outcome_v0,m2516-engineering-controller-source-only-behavior-outcome-row-completeness-preflight,m2501_engineering_controller_source_only_baseline_comparison_preflight,m2501_straight_full_brake_open_loop_stable_aes,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture,,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,,success,running,true,true,100,horizon_exhausted_no_terminal_event,true,true,,,,,,,0.0259360646355,0.0107301710952,0.00757961854084,9.50725316058e-11,1.83006699719e-10,,0,1,1,0,0,,,,,collision_event|collision_speed_proxy|final_road_margin_m|impact_angle_proxy|minimum_obstacle_clearance_m|minimum_road_margin_m|mitigation_delta_against_reference|obstacle_passed_event|recovery_time_proxy_s|road_departure_event|severity_proxy,true,source-only behavior/outcome row completeness preflight only; diagnostic no-ranking row,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, or self-ID claim; source subject family=open_loop_action",runs/m2501_engineering_controller_source_only_baseline_comparison_preflight/controller_role_metric_panel.csv
