task_source_id,candidate_id,candidate_set_id,branch_id,panel_task_family,source_split,source_kind,source_edge,window_tag,source_reference,task_role_semantics,obstacle_distance_band,road_width_band,curvature_band,dynamics_band,initial_speed_band,same_current_constraint,history_intervention_candidate,warmup_mode,warmup_duration_seconds,obstacle_reveal_delay_seconds,recent_window_seconds,older_history_offset_seconds,diagnostic_delay_seconds,terminal_margin_bucket,materialization_semantics,proxy_template_family,generated_source_row,paper_validity_claim,eval_seed,source_error_type,source_error_message,warmup_gate_repaired,warmup_gate_repair_reason,original_warmup_gate_enabled,original_warmup_gate_max_active_steps,repaired_warmup_gate_enabled,repaired_warmup_gate_max_active_steps,obstacle_filter_repaired,obstacle_filter_repair_reason,scenario_filter_feasible_before,scenario_filter_feasible_after,original_obstacle_distance_range,original_obstacle_half_width_range,original_obstacle_max_threshold_score,repaired_obstacle_distance_range,repaired_obstacle_half_width_range,repaired_obstacle_max_threshold_score,scenario_filter_candidate_label,scenario_filter_candidate_score,scenario_filter_candidate_distance,scenario_filter_candidate_half_width
m2063-osd-osd_v0_0000_t1,osd_v0_0000_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,ordinary_reactive_stable_aes,T1_reactive_active_safety|ordinary_reactive_stable_aes|early|nominal|high|actuator_delay|nominal,m2060_t1_000,osd_v0_0000_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,actuator_delay,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206600,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,52.000000:70.000000,0.450000:1.050000,0.25,8.131944:8.131944,0.638095:0.638095,0.25,drift_required,0.0036021112857351108,8.131944444444445,0.6380952380952382
m2063-osd-osd_v0_0001_t1,osd_v0_0001_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,late_obstacle_reactive_evasion,T1_reactive_active_safety|late_obstacle_reactive_evasion|medium|tight|straight_or_low|nominal_mu|high,m2060_t1_001,osd_v0_0001_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,nominal_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206601,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,34.000000:52.000000,0.450000:1.050000,0.25,11.423611:11.423611,0.884524:0.884524,0.25,drift_required,0.0005808336040898732,11.423611111111112,0.8845238095238097
m2063-osd-osd_v0_0002_t1,osd_v0_0002_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,low_mu_reactive_evasion,T1_reactive_active_safety|low_mu_reactive_evasion|late|generous|moderate|low_mu|low,m2060_t1_002,osd_v0_0002_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,low_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206602,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,18.000000:36.000000,0.450000:1.050000,0.25,7.034722:7.034722,0.282143:0.282143,0.25,unavoidable,0.0006666975404554841,7.034722222222223,0.28214285714285714
m2063-osd-osd_v0_0003_t1,osd_v0_0003_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,narrow_road_reactive_evasion,T1_reactive_active_safety|narrow_road_reactive_evasion|early|nominal|high|mixed_mu|nominal,m2060_t1_003,osd_v0_0003_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,mixed_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206603,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,52.000000:70.000000,0.450000:1.050000,0.25,8.131944:8.131944,0.638095:0.638095,0.25,drift_required,0.0036021112857352318,8.131944444444445,0.6380952380952382
m2063-osd-osd_v0_0004_t1,osd_v0_0004_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,high_speed_reactive_evasion,T1_reactive_active_safety|high_speed_reactive_evasion|medium|tight|straight_or_low|actuator_delay|high,m2060_t1_004,osd_v0_0004_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,actuator_delay,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206604,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,34.000000:52.000000,0.450000:1.050000,0.25,21.298611:21.298611,0.747619:0.747619,0.25,drift_required,8.552279826698382e-05,21.298611111111114,0.7476190476190476
m2063-osd-osd_v0_0005_t1,osd_v0_0005_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,curved_road_reactive_evasion,T1_reactive_active_safety|curved_road_reactive_evasion|late|generous|moderate|nominal_mu|low,m2060_t1_005,osd_v0_0005_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,nominal_mu,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206605,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,18.000000:36.000000,0.450000:1.050000,0.25,6.486111:6.486111,0.336905:0.336905,0.25,unavoidable,0.005070433838959595,6.486111111111112,0.33690476190476193
m2063-osd-osd_v0_0006_t1,osd_v0_0006_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,ordinary_reactive_stable_aes,T1_reactive_active_safety|ordinary_reactive_stable_aes|early|nominal|high|low_mu|nominal,m2060_t1_006,osd_v0_0006_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,low_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206606,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,52.000000:70.000000,0.450000:1.050000,0.25,8.131944:8.131944,0.638095:0.638095,0.25,drift_required,0.0036021112857351108,8.131944444444445,0.6380952380952382
m2063-osd-osd_v0_0007_t1,osd_v0_0007_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,late_obstacle_reactive_evasion,T1_reactive_active_safety|late_obstacle_reactive_evasion|medium|tight|straight_or_low|mixed_mu|high,m2060_t1_007,osd_v0_0007_t1,reactive_evasive_driving_current_response_allowed,medium,tight,straight_or_low,mixed_mu,high,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206607,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,34.000000:52.000000,0.450000:1.050000,0.25,16.909722:16.909722,1.213095:1.213095,0.25,unavoidable,5.859675821869104e-05,16.90972222222222,1.2130952380952382
m2063-osd-osd_v0_0008_t1,osd_v0_0008_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,low_mu_reactive_evasion,T1_reactive_active_safety|low_mu_reactive_evasion|late|generous|moderate|actuator_delay|low,m2060_t1_008,osd_v0_0008_t1,reactive_evasive_driving_current_response_allowed,late,generous,moderate,actuator_delay,low,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206608,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,18.000000:36.000000,0.450000:1.050000,0.25,5.937500:5.937500,0.200000:0.200000,0.25,unavoidable,0.03221716652009114,5.9375,0.2
m2063-osd-osd_v0_0009_t1,osd_v0_0009_t1,paper_route_outcome_supported_decisive_task_candidates_v0,paper_route_outcome_supported_decisive_task_distribution,T1_reactive_active_safety,public_debug,narrow_road_reactive_evasion,T1_reactive_active_safety|narrow_road_reactive_evasion|early|nominal|high|nominal_mu|nominal,m2060_t1_009,osd_v0_0009_t1,reactive_evasive_driving_current_response_allowed,early,nominal,high,nominal_mu,nominal,false,false,none,0.0,0.0,0.0,0.0,0.0,,smoke_proxy,t5_near_boundary_warmup,true,false,206609,ValueError,warmup_gate max_active_steps must be positive,True,disabled_warmup_positive_default,False,0,False,64,True,retarget_to_nearest_accepted_filter,False,True,52.000000:70.000000,0.450000:1.050000,0.25,7.034722:7.034722,0.473810:0.473810,0.25,unavoidable,0.005964513992025271,7.034722222222223,0.47380952380952385
