gate_id,gate_family,status_pass,observed,expected,failure_type,claim_boundary
source_artifacts_exist,lineage,True,missing=0,missing=0,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
m2591_design_artifact_exists,lineage,True,m2591_design_artifact_exists=true,m2591_design_artifact_exists=true,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
m2590_synthesis_and_m2588_materialization_accepted,lineage,True,m2588_status=True;readiness=False;external_validation=False,m2588_status=True;readiness=False;external_validation=False,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
external_state_extraction_closure_rows_complete,contract,True,rows=4,rows=4;obs=72;actor_visible=false;hidden=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
time_step_actuator_latency_closure_rows_complete,contract,True,rows=4,rows=4;obs=72;action=3;mapping=true;mutation=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
failure_status_taxonomy_closure_rows_complete,contract,True,rows=4,rows=4;status_class=true;actor_visible=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_only_fixture_smoke_closure_rows_complete,lineage,True,rows=4,rows=4;hash=true;smoke=true;external_runtime=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_visibility_guard_rows_pass,contract,True,rows=4,rows=4;obs=72;action=3;hidden/outcomes/platform/protocol/mutation=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
claim_boundary_rows_pass,claim_boundary,True,rows=15;forbidden_claims=0,rows=15;forbidden_claims=0;closure_materialized=true,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
no_external_runtime_or_dependency_mutation,claim_boundary,True,external/runtime/execution=false,external/runtime/execution=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
actor_action_contract_preserved,contract,True,obs=72;action=3,obs=72;action=3,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
source_only_blocker_closure_claim_scoped,claim_boundary,True,closure_allowed=True;forbidden_claims=0,closure_allowed=True;forbidden_claims=0,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
validation_readiness_and_execution_forbidden,claim_boundary,True,platform/readiness/execution/performance=false,platform/readiness/execution/performance=false,,"Route A HF3 repo-local source-only adapter blocker closure materialization preflight only; source-only blocker closure may be materialized if all rows pass; not platform selection, validation protocol readiness, validation admission, external validation execution, high-fidelity validation readiness/result, HF4 discrepancy result, rollout success, ranking, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
