task_source_id,episode_count,success_rate,collision_rate,clearance_margin_mean,clearance_margin_p10,return_mean,steps_mean,control_smoothness,spin_or_unstable_rate,failure_rate,all_selected_metrics_finite,task_family,source_family
m1680-spec-0000,12,0.08333333333333333,0.08333333333333333,9.01234288422331,1.799857307598331,19.12007361760865,71.91666666666667,0.0024074545654002577,0.0,0.0,True,T4,capability_step_up
m1680-spec-0001,12,0.0,0.0,14.059659140901267,7.105883782162313,15.717894958256332,73.08333333333333,0.0025924761866917834,0.0,0.0,True,T4,actuator_delay_step
m1680-spec-0002,12,0.0,0.0,18.30860418364281,10.988995706773483,13.80025774611701,76.33333333333333,0.0024118662064817422,0.0,0.0,True,T4,capability_step_down
m1680-spec-0003,12,0.0,0.08333333333333333,12.878748381861959,2.511422282501186,18.839845328321246,72.41666666666667,0.002520184939688382,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0004,12,0.0,0.08333333333333333,12.007821784822694,2.668194015558789,19.99620461944424,73.91666666666667,0.0023036825198990605,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0005,12,0.0,0.0,9.090919198976412,3.0935271026133977,16.27862889380602,69.66666666666667,0.0023953432003812245,0.0,0.0,True,T4,t4_capability_step_temporal
m1680-spec-0006,12,0.08333333333333333,0.08333333333333333,13.728230845419747,2.4917206224977684,22.963330621973437,69.08333333333333,0.002643298163699607,0.0,0.0,True,T4,t4_staged_warmup_capability
m1680-spec-0007,12,0.0,0.0,14.389085297047599,5.340663402601457,17.420374184592056,77.08333333333333,0.0022363747799924263,0.0,0.0,True,T4,capability_step_up
m1680-spec-0008,12,0.0,0.0,16.164217308499385,8.194565587961304,22.176852070090984,76.66666666666667,0.0023067814812141782,0.0,0.0,True,T4,actuator_delay_step
m1680-spec-0009,12,0.0,0.0,14.162951578072168,3.01747922377633,23.103641110029074,75.66666666666667,0.0024261718111423156,0.0,0.0,True,T4,capability_step_down
m1680-spec-0010,12,0.0,0.0,11.1052044771434,0.9629684987373968,20.60497516730113,71.41666666666667,0.0026156295401354632,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0011,12,0.0,0.0,14.600865321706609,6.590661956710142,20.606422920932662,75.41666666666667,0.0026598868765480197,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0012,12,0.0,0.0,14.322158764853514,4.694571076070753,24.47068564219133,76.41666666666667,0.0024035872435585284,0.0,0.0,True,T4,t4_capability_step_temporal
m1680-spec-0013,12,0.0,0.0,13.357751271832525,2.750962979117222,21.042469892114333,78.16666666666667,0.0023787587609452507,0.0,0.0,True,T4,t4_staged_warmup_capability
m1680-spec-0014,12,0.0,0.0,14.353210610341584,5.827192896351573,26.725090099390766,81.25,0.0024249147051402056,0.0,0.0,True,T4,capability_step_up
m1680-spec-0015,12,0.0,0.0,12.014452574188283,4.832700966578419,14.249116008852766,67.33333333333333,0.002714913003728725,0.0,0.0,True,T4,actuator_delay_step
m1680-spec-0016,12,0.16666666666666666,0.0,17.57992861368776,2.6550388194769905,26.441778483222375,80.25,0.0023839035760223246,0.08333333333333333,0.0,True,T4,capability_step_down
m1680-spec-0017,12,0.0,0.0,17.800695304870693,10.210590415618938,21.678974047176997,72.66666666666667,0.002497781674416425,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0018,12,0.0,0.0,15.349866377800884,4.732755254887204,17.013430420739493,78.41666666666667,0.0024260338250314817,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0019,12,0.08333333333333333,0.0,11.557756490901488,3.285484233154807,25.152039276455678,71.5,0.0024825699074426666,0.0,0.0,True,T4,t4_capability_step_temporal
m1680-spec-0020,12,0.0,0.0,15.026451169903964,2.637311164484512,21.846709612472452,80.25,0.002416004014473098,0.0,0.0,True,T4,t4_staged_warmup_capability
m1680-spec-0021,12,0.0,0.08333333333333333,15.48493735597414,2.2960620938586134,21.48024786380401,82.58333333333333,0.002266548079205677,0.0,0.0,True,T4,capability_step_up
m1680-spec-0022,12,0.0,0.0,16.67427794934475,3.6750382035816607,19.83240241161598,74.91666666666667,0.0024051334912655875,0.0,0.0,True,T4,actuator_delay_step
m1680-spec-0023,12,0.0,0.0,14.711040624238237,3.8791674438549117,17.745211937849678,74.08333333333333,0.0023649820116891838,0.0,0.0,True,T4,capability_step_down
m1680-spec-0024,12,0.0,0.0,15.234559951220431,3.586284011905588,29.53999017744849,74.83333333333333,0.002523637502842272,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0025,12,0.08333333333333333,0.0,13.217549023848383,4.276236416581613,19.960785151213457,74.58333333333333,0.002350129138600702,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0026,12,0.16666666666666666,0.08333333333333333,8.95924505789029,0.5044525215685174,20.74580040985635,73.0,0.0022782434195202463,0.0,0.0,True,T4,t4_capability_step_temporal
m1680-spec-0027,12,0.0,0.0,14.9866877961243,6.639206723411964,28.553498040144763,78.33333333333333,0.0024157514999387786,0.0,0.0,True,T4,t4_staged_warmup_capability
m1680-spec-0028,12,0.08333333333333333,0.0,15.158760406455642,5.2686402487022335,24.881435998386753,78.25,0.0025393720085655027,0.08333333333333333,0.0,True,T4,capability_step_up
m1680-spec-0029,12,0.0,0.0,13.462620399938714,3.986220053597462,17.101656725194317,77.58333333333333,0.0025184232945321128,0.08333333333333333,0.0,True,T4,actuator_delay_step
m1680-spec-0030,12,0.16666666666666666,0.0,10.063470770147763,1.3921750405014996,29.15164065891649,82.91666666666667,0.0023304498463403434,0.0,0.0,True,T4,capability_step_down
m1680-spec-0031,12,0.0,0.08333333333333333,11.020981315081636,2.0413329455976776,15.048487915935288,71.75,0.002673124516149983,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0032,12,0.0,0.0,13.858328571523785,2.0771924530520374,20.237588495115492,72.0,0.002709026875284811,0.0,0.0,True,T4,t4_actuator_delay_response
m1680-spec-0033,12,0.0,0.0,13.813848778141136,3.365229935941027,28.143418987463956,76.0,0.0025465541354302936,0.0,0.0,True,T4,t4_capability_step_temporal
m1680-spec-0034,12,0.0,0.0,13.541903565015767,3.0589374601618697,17.65110026240585,68.5,0.002718220610404387,0.0,0.0,True,T4,t4_staged_warmup_capability
m1680-spec-0035,12,0.0,0.08333333333333333,12.952006923084483,5.867897056458522,22.019175915977016,77.41666666666667,0.0023867654284307114,0.0,0.0,True,T4,capability_step_up
m1680-spec-0036,12,0.08333333333333333,0.08333333333333333,6.901116782540032,1.1812757021437046,23.178963611223015,71.16666666666667,0.002633522681814308,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0037,12,0.08333333333333333,0.08333333333333333,8.35902580966397,2.3928444016046573,20.210405760996462,69.16666666666667,0.002833393644929553,0.0,0.0,True,T5,brake_fade_or_loss_proxy
m1680-spec-0038,12,0.0,0.0,8.5652743206891,3.161334947785961,16.168730252043716,71.08333333333333,0.002529651203076355,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0039,12,0.0,0.08333333333333333,8.160173128682066,1.383144850922751,19.616681254621877,69.0,0.0024101361632347107,0.0,0.0,True,T5,curved_boundary_obstacle
m1680-spec-0040,12,0.08333333333333333,0.0,12.2942309189919,1.963396735309792,23.989616730555436,69.91666666666667,0.0023442527308361605,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0041,12,0.08333333333333333,0.0,8.958462561552354,4.487917153025128,14.482220709661902,72.08333333333333,0.002632309071486816,0.08333333333333333,0.0,True,T5,drive_loss_proxy
m1680-spec-0042,12,0.08333333333333333,0.0,9.81841305806669,3.2026082414611667,24.98152080331704,65.41666666666667,0.0025071462247675904,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0043,12,0.08333333333333333,0.16666666666666666,5.221093664797359,0.0506172861002859,24.763862076319356,71.66666666666667,0.0024324643454747275,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0044,12,0.08333333333333333,0.16666666666666666,7.468002105248694,0.05970258371366445,20.31533675131792,67.41666666666667,0.0024906955998934186,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0045,12,0.0,0.08333333333333333,7.9666918476183035,0.7704284586288416,19.310980902944404,72.5,0.002503769666266938,0.0,0.0,True,T5,brake_fade_or_loss_proxy
m1680-spec-0046,12,0.16666666666666666,0.16666666666666666,3.742873658799226,0.04611850987316669,31.41392029033892,74.25,0.002535106944075475,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0047,12,0.0,0.0,8.411679777535099,2.190284873934753,19.346304394205017,68.58333333333333,0.002564091235399246,0.0,0.0,True,T5,curved_boundary_obstacle
m1680-spec-0048,12,0.0,0.08333333333333333,7.760128833833911,0.8174013956740422,20.920785275164327,73.33333333333333,0.0023758053042305014,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0049,12,0.08333333333333333,0.16666666666666666,7.304037423338104,0.10608339024287133,18.058912025994335,62.666666666666664,0.0029662498903538412,0.0,0.0,True,T5,drive_loss_proxy
m1680-spec-0050,12,0.0,0.16666666666666666,8.72996105939617,0.16141800018033964,17.567442682623774,72.08333333333333,0.0025715882123525566,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0051,12,0.0,0.08333333333333333,7.800471268415815,1.0912324251711918,19.498740298334795,68.08333333333333,0.002639179578788268,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0052,12,0.0,0.16666666666666666,5.754633163088421,0.21289646566628073,18.08817867924642,69.33333333333333,0.0024973356436627605,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0053,12,0.16666666666666666,0.0,6.857737112270456,1.6285208662389314,24.090129906159806,65.83333333333333,0.002514859448031833,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0054,12,0.0,0.0,5.946812772715784,1.3757696267310207,18.578755502439307,71.58333333333333,0.0025221409693282717,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0055,12,0.0,0.08333333333333333,6.645541936231214,1.2041744349348316,21.637847685217732,67.75,0.0025994462145414823,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0056,12,0.0,0.08333333333333333,5.020224269849075,0.09117680087079963,17.563784658464222,72.33333333333333,0.0022478324826806784,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0057,12,0.0,0.08333333333333333,7.490633735955639,0.6037281271890389,17.167766052911656,69.41666666666667,0.002665181425982155,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0058,12,0.0,0.08333333333333333,7.3531988578929885,1.6543519915909883,16.841296061635298,63.916666666666664,0.0027676843407486254,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0059,12,0.0,0.08333333333333333,8.629152928835243,2.2729229328613907,18.140890550311216,70.58333333333333,0.002304957088199444,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0060,12,0.0,0.08333333333333333,7.208086281594434,1.9759305437125994,15.363839928898718,66.75,0.002593740816034066,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0061,12,0.0,0.08333333333333333,7.080387712137163,1.7774450778052329,20.31082924666155,67.5,0.002481564035406336,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0062,12,0.08333333333333333,0.0,11.785059767174978,4.979612652758429,20.653973551755087,68.75,0.002364793782665705,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0063,12,0.08333333333333333,0.0,7.535271215699722,0.9906425810789423,20.935561282484084,71.5,0.0024777311094415686,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0064,12,0.0,0.0,7.817684580873597,2.1758804757571135,13.696012561321533,67.0,0.002785826077645955,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0065,12,0.16666666666666666,0.08333333333333333,6.508821477855065,0.6855510114598808,22.45199597621483,69.75,0.002380302054613518,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0066,12,0.08333333333333333,0.08333333333333333,6.779418824805298,1.0155415519224809,21.93843709759661,66.16666666666667,0.002854431727124999,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0067,12,0.08333333333333333,0.0,5.588775398029854,1.2521043834193601,18.70590252838181,72.25,0.0026179489116960517,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0068,12,0.08333333333333333,0.08333333333333333,7.094704353322978,0.2647243616384074,19.478635269834978,69.41666666666667,0.0024159867607522756,0.0,0.0,True,T5,t5_boundary_axis_retarget
m1680-spec-0069,12,0.0,0.0,6.245361824400471,1.262838952830309,16.716920161313144,64.5,0.002832595336561402,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0070,12,0.08333333333333333,0.08333333333333333,7.142019207997543,2.547879365632259,23.279884396863167,73.66666666666667,0.0025544133047029995,0.0,0.0,True,T5,t5_near_boundary_warmup
m1680-spec-0071,12,0.08333333333333333,0.08333333333333333,5.718512125892957,0.8419727024596043,26.580376138856465,71.66666666666667,0.0023593929848478488,0.0,0.0,True,T5,t5_boundary_axis_retarget
