policy,row_id,weight,combined_loss,preferred_separation,wrong_preference,logp_correct_preferred,logp_wrong_preferred,logp_wrong_rejected
m298pref_a020,0,0.024373412132263184,1.3976531028747559,0.6797699332237244,0.7178831100463867,1.1038843393325806,1.0269484519958496,1.028073787689209
m298pref_a020,1,0.02492563985288143,1.3976449966430664,0.6798155307769775,0.7178294658660889,1.1032586097717285,1.0264151096343994,1.0276451110839844
m298pref_a020,2,0.024054812267422676,1.3590031862258911,0.6538705825805664,0.7051326036453247,1.0606768131256104,0.9305176138877869,0.9566887617111206
m298pref_a020,3,0.02461155503988266,1.3590199947357178,0.6539456844329834,0.7050743699073792,1.0601547956466675,0.9301521182060242,0.9564383625984192
m298pref_a020,4,0.022766200825572014,1.3909469842910767,0.6784805059432983,0.7124664783477783,1.0608400106430054,0.9812883138656616,0.9930159449577332
m298pref_a020,5,0.023281853646039963,1.3909752368927002,0.6785421371459961,0.7124330997467041,1.0602775812149048,0.9808509945869446,0.9926441311836243
m298pref_a020,6,0.3274986147880554,1.3956408500671387,0.6832143068313599,0.7124266028404236,1.0303192138671875,0.9603537321090698,0.9721596240997314
m298pref_a020,7,0.020931771025061607,1.395676612854004,0.6832740306854248,0.7124026417732239,1.02980375289917,0.9599590301513672,0.9718118906021118
m298pref_a020,8,0.018424546346068382,1.4014298915863037,0.687636137008667,0.7137938141822815,1.009275197982788,0.9482225179672241,0.9573469161987305
m298pref_a020,9,0.014921647496521473,1.4146640300750732,0.6979914903640747,0.7166724801063538,1.02980375289917,0.989469051361084,0.9929592609405518
m298pref_a020,10,0.014513424597680569,1.4196385145187378,0.7027673721313477,0.7168711423873901,1.0602775812149048,1.0294263362884521,1.0325281620025635
m298pref_a020,11,0.05691061168909073,1.3443608283996582,0.6681293249130249,0.6762314438819885,0.8884214758872986,0.7877437472343445,0.8718663454055786
m298pref_a020,12,0.014258801005780697,1.4139628410339355,0.6969500184059143,0.7170128226280212,1.009275197982788,0.9668664336204529,0.9696915149688721
m298pref_a020,13,0.012880828231573105,1.4246573448181152,0.710452139377594,0.7142051458358765,1.1032586097717285,1.0875742435455322,1.0958926677703857
m298pref_a020,14,0.01278961542993784,1.459950566291809,0.715382993221283,0.7445675730705261,1.508074164390564,1.502062201499939,1.4517366886138916
m298pref_a020,15,0.13812963664531708,1.4243723154067993,0.7017620801925659,0.7226102352142334,0.9954679608345032,0.9626241326332092,0.9545413255691528
m298pref_a020,16,0.07447792589664459,1.4267139434814453,0.7148182988166809,0.7118955850601196,1.152431607246399,1.14531409740448,1.1581623554229736
m302raw,0,0.024373412132263184,1.398813247680664,0.6803390383720398,0.718474268913269,1.1039003133773804,1.0281178951263428,1.0280892848968506
m302raw,1,0.02492563985288143,1.398801565170288,0.6803827881813049,0.7184187769889832,1.1032745838165283,1.027580738067627,1.0276604890823364
m302raw,2,0.024054812267422676,1.3604404926300049,0.6545695066452026,0.705871045589447,1.06069016456604,0.9319866299629211,0.9566987752914429
m302raw,3,0.02461155503988266,1.3604544401168823,0.654643177986145,0.7058112621307373,1.0601681470870972,0.9316180348396301,0.9564482569694519
m302raw,4,0.022766200825572014,1.3919880390167236,0.6789926290512085,0.7129953503608704,1.0608537197113037,0.9823414087295532,0.9930313229560852
m302raw,5,0.023281853646039963,1.392012357711792,0.6790524125099182,0.7129599452018738,1.0602911710739136,0.981900155544281,0.9926595091819763
m302raw,6,0.3274986147880554,1.3965442180633545,0.6836599111557007,0.712884247303009,1.0303328037261963,0.9612674117088318,0.9721753597259521
m302raw,7,0.020931771025061607,1.39657723903656,0.6837183237075806,0.7128589153289795,1.0298174619674683,0.9608699679374695,0.971827507019043
m302raw,8,0.018424546346068382,1.402238368988037,0.6880354881286621,0.714202880859375,1.0092895030975342,0.949039876461029,0.9573627710342407
m302raw,9,0.014921647496521473,1.4153985977172852,0.6983557939529419,0.7170428037643433,1.0298174619674683,0.9902076721191406,0.9929741621017456
m302raw,10,0.014513424597680569,1.420348882675171,0.7031203508377075,0.7172285318374634,1.0602911710739136,1.0301389694213867,1.0325425863265991
m302raw,11,0.05691061168909073,1.3451930284500122,0.66854327917099,0.6766497492790222,0.8884368538856506,0.7886084318161011,0.871880054473877
m302raw,12,0.014258801005780697,1.4146673679351807,0.6972991228103638,0.7173682451248169,1.0092895030975342,0.967576265335083,0.9697070121765137
m302raw,13,0.012880828231573105,1.425164818763733,0.7107056379318237,0.7144591808319092,1.1032745838165283,1.0880885124206543,1.0959092378616333
m302raw,14,0.01278961542993784,1.4604495763778687,0.7156293392181396,0.744820237159729,1.5080963373184204,1.5025663375854492,1.451759696006775
m302raw,15,0.13812963664531708,1.424973964691162,0.7020602226257324,0.7229138016700745,0.9954823851585388,0.9632297158241272,0.954556941986084
m302raw,16,0.07447792589664459,1.4269905090332031,0.7149569988250732,0.7120335102081299,1.1524537801742554,1.145607829093933,1.1581852436065674
