gate_id,gate_family,status_pass,observed,expected,failure_type,claim_boundary
source_artifacts_read,source_artifacts,True,present,present,,Route A mitigation-preserving objective materialization only
m2650_real_regression_available,source_artifacts,True,real_behavior_regression_likely_obstacle_penetration_deepened,real_behavior_regression_likely_obstacle_penetration_deepened,,Route A mitigation-preserving objective materialization only
objective_family_rows_complete,objective_materialization,True,drift_collision_recovery_target;mitigation_non_regression_protected;road_boundary_margin_target,three objective families,,Route A mitigation-preserving objective materialization only
protected_component_gates_complete,objective_materialization,True,event_transition_guard;minimum_obstacle_clearance_preservation;obstacle_penetration_non_regression;severity_proxy_non_regression,four protected component gates,,Route A mitigation-preserving objective materialization only
target_preservation_gates_complete,objective_materialization,True,target_drift_collision_recovery_tradeoff;target_road_boundary_margin_control,two target preservation gates,,Route A mitigation-preserving objective materialization only
abort_rules_materialized,objective_materialization,True,9,>=9,,Route A mitigation-preserving objective materialization only
actor_contract_guards_pass,actor_contract,True,True,true,,Route A mitigation-preserving objective materialization only
claim_boundary_rows_pass,claim_boundary,True,True,true,,Route A mitigation-preserving objective materialization only
follow_up_manifest_registered,follow_up,True,experiments/manifests/m2654-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-mitigation-preserving-objective-materialization-branch-synthesis.json,exists,,Route A mitigation-preserving objective materialization only
no_forbidden_execution_or_claim,claim_boundary,True,True,true,,Route A mitigation-preserving objective materialization only
