profile_name,panel_task_family,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,success_profile_count,profiles_with_success,success_source_count,sources_with_success,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
L0_current_masked,T3_active_diagnostic_warmup,outcome_by_profile_family,no_support,24,0,24,0,1,0.0,1.0,0.0,0.041666666666666664,-0.08579816985242106,0.8742889944942598,34.75,0,,0,,True,0,24,0,1,23,0
L0_current_masked,T4_variable_diagnostic_delay,outcome_by_profile_family,weak_support,36,2,33,1,1,0.05555555555555555,0.9166666666666666,0.027777777777777776,0.027777777777777776,-0.029567264049173973,4.99034644381943,35.138888888888886,1,L0_current_masked,2,m2063-osd-osd_v0_0184_t4;m2063-osd-osd_v0_0193_t4,True,2,33,1,1,33,2
L0_current_masked,T5_terminal_boundary_near_constraint,outcome_by_profile_family,weak_support,36,3,33,0,0,0.08333333333333333,0.9166666666666666,0.0,0.0,-0.006339977796148166,9.1462768591157,36.083333333333336,1,L0_current_masked,3,m2063-osd-osd_v0_0211_t5;m2063-osd-osd_v0_0219_t5;m2063-osd-osd_v0_0234_t5,True,3,33,0,0,33,3
L1_one_step,T3_active_diagnostic_warmup,outcome_by_profile_family,no_support,24,0,24,0,0,0.0,1.0,0.0,0.0,-0.09986570124122607,1.8278303288659306,34.083333333333336,0,,0,,True,0,24,0,0,24,0
L1_one_step,T4_variable_diagnostic_delay,outcome_by_profile_family,weak_support,36,2,34,0,0,0.05555555555555555,0.9444444444444444,0.0,0.0,-0.05154773757236861,5.6216992903206435,37.166666666666664,1,L1_one_step,2,m2063-osd-osd_v0_0181_t4;m2063-osd-osd_v0_0183_t4,True,2,34,0,0,34,2
L1_one_step,T5_terminal_boundary_near_constraint,outcome_by_profile_family,weak_support,36,4,32,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,-0.06879032115425426,9.916095496577498,37.0,1,L1_one_step,4,m2063-osd-osd_v0_0204_t5;m2063-osd-osd_v0_0207_t5;m2063-osd-osd_v0_0216_t5;m2063-osd-osd_v0_0222_t5,True,4,32,0,0,32,4
L2_window_50,T3_active_diagnostic_warmup,outcome_by_profile_family,weak_support,24,1,16,7,7,0.041666666666666664,0.6666666666666666,0.2916666666666667,0.2916666666666667,0.23609364500667737,7.094743201964529,40.291666666666664,1,L2_window_50,1,m2063-osd-osd_v0_0153_t3,True,1,16,7,7,16,1
L2_window_50,T4_variable_diagnostic_delay,outcome_by_profile_family,no_support,36,0,29,7,7,0.0,0.8055555555555556,0.19444444444444445,0.19444444444444445,0.35529147090890606,1.9332886208898732,34.666666666666664,0,,0,,True,0,29,7,7,29,0
L2_window_50,T5_terminal_boundary_near_constraint,outcome_by_profile_family,weak_support,36,1,26,9,9,0.027777777777777776,0.7222222222222222,0.25,0.25,0.3201000928158473,5.879080962482404,38.72222222222222,1,L2_window_50,1,m2063-osd-osd_v0_0226_t5,True,1,26,9,9,26,1
L3_online_gru,T3_active_diagnostic_warmup,outcome_by_profile_family,weak_support,24,2,22,0,0,0.08333333333333333,0.9166666666666666,0.0,0.0,-0.07524349195837386,6.770914369046888,32.458333333333336,1,L3_online_gru,2,m2063-osd-osd_v0_0152_t3;m2063-osd-osd_v0_0160_t3,True,2,22,0,0,22,2
L3_online_gru,T4_variable_diagnostic_delay,outcome_by_profile_family,weak_support,36,8,28,0,0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.07486188211627137,22.483387376889024,40.583333333333336,1,L3_online_gru,8,m2063-osd-osd_v0_0169_t4;m2063-osd-osd_v0_0172_t4;m2063-osd-osd_v0_0175_t4;m2063-osd-osd_v0_0180_t4;m2063-osd-osd_v0_0187_t4;m2063-osd-osd_v0_0193_t4;m2063-osd-osd_v0_0196_t4;m2063-osd-osd_v0_0199_t4,True,8,28,0,0,28,8
