profile_name,source_kind,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,success_profile_count,profiles_with_success,success_source_count,sources_with_success,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
L0_current_masked,actuator_delay_terminal_boundary,outcome_by_profile_source_kind,no_support,6,0,6,0,0,0.0,1.0,0.0,0.0,-0.0961332432853847,-0.17090064102961655,31.333333333333332,0,,0,,True,0,6,0,0,6,0
L0_current_masked,delayed_obstacle_reveal_response,outcome_by_profile_source_kind,no_support,6,0,6,0,0,0.0,1.0,0.0,0.0,-0.12664513772866673,4.319458848718557,35.166666666666664,0,,0,,True,0,6,0,0,6,0
L0_current_masked,late_terminal_boundary_margin,outcome_by_profile_source_kind,weak_support,6,1,5,0,0,0.16666666666666666,0.8333333333333334,0.0,0.0,-0.03945402226841258,6.414210121174018,27.333333333333332,1,L0_current_masked,1,m2063-osd-osd_v0_0211_t5,True,1,5,0,0,5,1
L0_current_masked,long_delay_steer_lag_evidence,outcome_by_profile_source_kind,no_support,6,0,6,0,0,0.0,1.0,0.0,0.0,-0.0759203526560867,-17.07940445396645,14.5,0,,0,,True,0,6,0,0,6,0
L0_current_masked,low_grip_terminal_boundary,outcome_by_profile_source_kind,weak_support,6,1,5,0,0,0.16666666666666666,0.8333333333333334,0.0,0.0,-0.027903392800110043,16.519307868273554,39.166666666666664,1,L0_current_masked,1,m2063-osd-osd_v0_0219_t5,True,1,5,0,0,5,1
L0_current_masked,medium_delay_yaw_evidence,outcome_by_profile_source_kind,weak_support,6,1,5,0,0,0.16666666666666666,0.8333333333333334,0.0,0.0,-0.1045066547270761,19.816054720631367,47.5,1,L0_current_masked,1,m2063-osd-osd_v0_0193_t4,True,1,5,0,0,5,1
L0_current_masked,mixed_dynamics_terminal_boundary,outcome_by_profile_source_kind,no_support,6,0,6,0,0,0.0,1.0,0.0,0.0,-0.07569933201135064,-3.245826755074219,28.0,0,,0,,True,0,6,0,0,6,0
L0_current_masked,near_zero_clearance_margin,outcome_by_profile_source_kind,weak_support,6,1,5,0,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.25273005665078546,31.72002528679924,55.333333333333336,1,L0_current_masked,1,m2063-osd-osd_v0_0234_t5,True,1,5,0,0,5,1
L0_current_masked,short_delay_brake_evidence,outcome_by_profile_source_kind,no_support,6,0,6,0,0,0.0,1.0,0.0,0.0,-0.12686864954977192,-5.58915496670365,26.333333333333332,0,,0,,True,0,6,0,0,6,0
L0_current_masked,stale_evidence_boundary_check,outcome_by_profile_source_kind,weak_support,6,1,4,1,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.338262374220302,24.230714592896277,51.0,1,L0_current_masked,1,m2063-osd-osd_v0_0184_t4,True,1,4,1,1,4,1
