fixture_id,surface_id,role_family,step_index,observation_shape,action_shape,action_steer,action_throttle,action_brake,action_finite,action_within_bounds,action_saturated,backend_status,terminated_by_backend,truncated_by_backend,diagnostic_wheel_force_count,state_x,state_y,state_psi,state_vx,state_vy,state_speed,state_yaw_rate,physical_steer,physical_throttle,physical_brake,parameterized_fixture,reset_observation_digest,policy_action
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,0,72,3,0.9717256426811218,-0.8038698434829712,-0.5361865162849426,True,True,False,running,False,False,4,0.17989098504977397,0.0018008967905749013,0.0011364139960042675,8.98933192657118,0.12022948295267258,8.99013590634997,0.09061749012948843,0.9717256426811218,0.0980650782585144,0.2319067418575287,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,1,72,3,0.9733885526657104,-0.7768253087997437,-0.4396926462650299,True,True,False,running,False,False,4,0.3594653963832579,0.005364359721029664,0.0036434833370222247,8.968988377655492,0.1945323793866119,8.971097779265875,0.158732970762975,0.9733885526657104,0.11158734560012817,0.28015369176864624,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,2,72,3,0.9719964861869812,-0.7666045427322388,-0.4002344012260437,True,True,False,running,False,False,4,0.5385332088927818,0.010916372979727704,0.0074271870478330925,8.94068917838809,0.26262591227983423,8.944545564440192,0.2186717890966192,0.9719964861869812,0.11669772863388062,0.29988279938697815,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,3,72,3,0.9697629809379578,-0.7563796043395996,-0.37175384163856506,True,True,False,running,False,False,4,0.7169274196358212,0.018530239003784105,0.012331546127821644,8.905500715339192,0.32337026204702646,8.91136977783344,0.2710069498410564,0.9697629809379578,0.1218101978302002,0.31412309408187866,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,4,72,3,0.9665429592132568,-0.7442822456359863,-0.3483327329158783,True,True,False,running,False,False,4,0.8944961188852425,0.028234902230677046,0.01821075863860466,8.864248581726832,0.37657759274251423,8.87224400036439,0.3163015920473141,0.9665429592132568,0.12785887718200684,0.32583361864089966,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,5,72,3,0.9614484310150146,-0.7280806303024292,-0.3270149827003479,True,True,False,running,False,False,4,1.0711002377732033,0.04002912800390153,0.02492818400026386,8.81762906163699,0.422326953271604,8.827737100983747,0.354941171218743,0.9614484310150146,0.1359596848487854,0.33649250864982605,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,6,72,3,0.9530297517776489,-0.704362690448761,-0.3076139986515045,True,True,False,running,False,False,4,1.2466226476181956,0.053894408047227275,0.032359848083620746,8.76726024372534,0.46151055168503846,8.779398850178955,0.3878143755336502,0.9530297517776489,0.1478186547756195,0.34619301557540894,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,7,72,3,0.941342294216156,-0.678303062915802,-0.30173325538635254,True,True,False,running,False,False,4,1.4209829057164374,0.0698142476114032,0.04040473959133735,8.715273841081395,0.4957172004909725,8.729360438651863,0.41632918141969827,0.941342294216156,0.160848468542099,0.34913337230682373,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,8,72,3,0.9280548691749573,-0.6604568958282471,-0.3066236078739166,True,True,False,running,False,False,4,1.5941346468529982,0.08778367680722249,0.048987260274748055,8.663038382745896,0.526248035508162,8.67900749024938,0.4416250936446173,0.9280548691749573,0.16977155208587646,0.3466882109642029,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,9,72,3,0.9131155610084534,-0.6484581828117371,-0.30619990825653076,True,True,False,running,False,False,4,1.7660515360922826,0.10780723374960324,0.05805134759103679,8.611292505436433,0.5540394329538811,8.62909718959368,0.4645214352274502,0.9131155610084534,0.17577090859413147,0.3469000458717346,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,10,72,3,0.8961767554283142,-0.6358667612075806,-0.2968771755695343,True,True,False,running,False,False,4,1.9367174546525212,0.12989555534417302,0.06755470900614123,8.560430050539079,0.5797312639059177,8.580037936310214,0.48557976083422655,0.8961767554283142,0.18206661939620972,0.35156142711639404,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,11,72,3,0.8767014145851135,-0.618419349193573,-0.2780672609806061,True,True,False,running,False,False,4,2.1061215007593397,0.15406254488864263,0.07746444683623965,8.5106909616333,0.6037544410548611,8.532079469245478,0.5051806355953101,0.8767014145851135,0.1907903254032135,0.36096638441085815,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,12,72,3,0.854053258895874,-0.5944638252258301,-0.2505570650100708,True,True,False,running,False,False,4,2.2742559760275336,0.18032353028208598,0.08775411101201441,8.46226588261779,0.6264067687959564,8.485418628925178,0.5235899108117602,0.854053258895874,0.20276808738708496,0.3747214674949646,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,13,72,3,0.8279375433921814,-0.5638155937194824,-0.2157435417175293,True,True,False,running,False,False,4,2.44111590633409,0.20869431425996937,0.09840186714971334,8.415344723629158,0.6479048434382852,8.440249256015127,0.5410042965433394,0.8279375433921814,0.2180922031402588,0.39212822914123535,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,14,72,3,0.7987688779830933,-0.5271162390708923,-0.1752462387084961,True,True,False,running,False,False,4,2.606699148512881,0.23919078650380007,0.10938935930605503,8.370127484598253,0.6684113202456389,8.39677365429482,0.5575755492014113,0.7987688779830933,0.23644188046455383,0.41237688064575195,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,15,72,3,0.7677995562553406,-0.4854705035686493,-0.13072098791599274,True,True,False,running,False,False,4,2.7710064752469927,0.2718287223833905,0.12070088877038812,8.326810966679432,0.688043410164133,8.35518908278461,0.5734181074974735,0.7677995562553406,0.25726473331451416,0.43463951349258423,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,16,72,3,0.7370359301567078,-0.44022685289382935,-0.08382781594991684,True,True,False,running,False,False,4,2.934041300465221,0.3066234650566285,0.1323226475767022,8.285563105927352,0.706870792667748,8.315661266539855,0.5886070625310575,0.7370359301567078,0.2798865735530853,0.4580861032009125,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,17,72,3,0.7089985609054565,-0.3928614854812622,-0.03634623438119888,True,True,False,running,False,False,4,3.0958089348381805,0.34358931940455945,0.14424188360063017,8.246495417250065,0.7249110390822623,8.27829588027087,0.6031733982636688,0.7089985609054565,0.3035692572593689,0.48182687163352966,True,be74fec0227f041e,True
hf0_four_wheel_stable_aes_fixture,source_only_four_wheel_hf0,stable_aes,18,72,3,0.6863559484481812,-0.34490761160850525,0.009655678644776344,True,True,False,running,False,False,4,3.2563154500151033,0.3827386383986721,0.15644600062956002,8.209642778121772,0.7421290545708268,8.24311774015179,0.6171022331389056,0.6863559484481812,0.3275461792945862,0.5048278570175171,True,be74fec0227f041e,True
