policy,key,seed,source_condition,source_step,paired_step,target_obstacle_distance,relocated_obstacle_body_y,relocated_obstacle_half_width,reference_normal_margin,reference_wrong_history_margin,reference_margin_gap,found_rows,accepted,normal_success,normal_margin,wrong_history_margin,margin_gap,margin_gap_delta_vs_reference
m399_base,9982|perturbed|45|39,9982,perturbed,45,39,9.5,-1.2,0.7,0.0149978353286703,-0.0261497596537358,0.0411475949824062,1,True,True,0.009394953448399024,-0.029026395940853655,0.03842134938925268,-0.0027262455931535215
m399_base,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.8,0.0155923961580906,0.0026642238052345,0.012928172352856,1,True,True,0.010568044597886406,0.00028885927425803537,0.01027918532362837,-0.002648987029227629
m399_base,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.8,0.1031687161772374,0.1000000722786063,0.0031686438986311,1,True,True,0.10284062564611585,0.1000011963429841,0.0028394293031317464,-0.0003292145954993538
m399_base,10000|perturbed|35|32,10000,perturbed,35,32,11.0,-1.2,1.0,0.0123530219514804,0.0098659255114006,0.0024870964400798,1,True,True,0.011383329270696185,0.009178736551102906,0.002204592719593279,-0.00028250372048652106
m399_base,9951|perturbed|32|32,9951,perturbed,32,32,9.5,-1.2,0.9,0.1956232312023809,0.1931671709652069,0.0024560602371739,1,False,True,0.19435659933727645,0.19236144523398502,0.00199515410329143,-0.00046090613388246986
m399_base,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.8,0.0073485332252682,-0.0118964383557684,0.0192449715810367,1,True,True,0.01183230135956781,-0.012721937300498976,0.024554238660066785,0.005309267079030084
m399_base,9919|perturbed|37|31,9919,perturbed,37,31,10.0,-0.8,1.4,0.1280510241238719,0.125626650760763,0.0024243733631088,1,True,True,0.124599780121049,0.12220355991277687,0.0023962202082721262,-2.815315483667381e-05
m399_base,9919|perturbed|37|31,9919,perturbed,37,31,10.0,-0.8,1.3,0.2280034102600425,0.225709853505799,0.0022935567542434,1,True,True,0.22460392202898394,0.22232079405152172,0.002283127977462218,-1.0428776781181738e-05
m399_base,10004|perturbed|31|31,10004,perturbed,31,31,9.5,-1.0,0.8,0.0003408507153677,-0.0004319160483368,0.0007727667637045,1,False,False,-0.0003228544171416381,-0.001114275244026075,0.0007914208268844369,1.8654063179936978e-05
m399_base,10023|perturbed|12|12,10023,perturbed,12,12,11.0,-0.8,1.2,0.049366756123812,0.0473044881675295,0.0020622679562825,1,True,True,0.04792663873180292,0.04571104446103558,0.0022155942707673404,0.00015332631448484058
m399_base,9958|perturbed|39|36,9958,perturbed,39,36,9.5,-1.2,0.9,0.0003789526382989,-0.0017575737172665,0.0021365263555654,1,False,False,-0.0024116148377628654,-0.004669848942271848,0.0022582341045089827,0.00012170774894358248
m399_base,9998|perturbed|25|25,9998,perturbed,25,25,11.0,-1.0,1.4,0.0009823463918734,-0.0006409188329237,0.0016232652247971,1,False,False,-0.00017009942729817595,-0.0019043493803674316,0.0017342499530692557,0.00011098472827215564
m399_base,9951|perturbed|35|32,9951,perturbed,35,32,10.0,-1.2,1.4,0.0009230125498942,-5.206639750454656e-06,0.0009282191896446,1,False,False,-0.0005941383075769302,-0.00173432496715753,0.0011401866595805998,0.0002119674699359998
m399_base,10038|perturbed|38|38,10038,perturbed,38,38,11.5,-0.8,1.2,0.2890381016548282,0.2856726699034304,0.0033654317513978,1,True,True,0.2854731441903908,0.28200466795749346,0.003468476232897366,0.00010304448149956597
m399_base,9910|perturbed|38|35,9910,perturbed,38,35,10.5,-0.8,1.2,0.2832964319330338,0.278028793325102,0.0052676386079317,1,True,True,0.2822764519959735,0.2759002160612991,0.006376235934674401,0.0011085973267427017
m399_base,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.7,0.1110636578472228,0.0835755297944174,0.0274881280528054,1,True,True,0.10818709412572924,0.08304466283001721,0.02514243129571203,-0.0023456967570933684
m399_base,10033|perturbed|29|23,10033,perturbed,29,23,9.5,-1.2,0.7,0.0354981689906621,0.0127290479055686,0.0227691210850935,1,True,True,0.03148228727591573,0.012226411551458982,0.01925587572445675,-0.0035132453606367513
m399_base,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.7,0.1081897916553806,0.0957178523693589,0.0124719392860217,1,True,True,0.10336203423698298,0.0936049179443561,0.009757116292626877,-0.0027148229933948234
m399_base,9982|perturbed|42|39,9982,perturbed,42,39,9.5,-1.2,0.7,0.075174154491783,0.0393208094407531,0.0358533450510298,1,True,True,0.07006761156038488,0.03510368045507817,0.03496393110530671,-0.0008894139457230887
m399_base,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.9,0.0050161496310765,0.0014393044718794,0.003576845159197,1,True,True,0.004487318515100869,0.0014131813045239472,0.0030741372105769216,-0.0005027079486200786
m399_base,10006|perturbed|37|40,10006,perturbed,37,40,12.5,-1.2,0.7,0.1003727975190202,0.0769199235577666,0.0234528739612536,1,True,True,0.09450130397683942,0.07095476943203294,0.023546534544806486,9.366058355288545e-05
m399_base,10000|perturbed|38|32,10000,perturbed,38,32,9.5,-1.2,0.7,0.0965907772850815,0.0932045950781028,0.0033861822069787,1,True,True,0.096230966397294,0.09319068063078029,0.0030402857665137173,-0.0003458964404649827
m399_base,10033|perturbed|29|23,10033,perturbed,29,23,10.0,-1.2,0.7,0.2034605154066446,0.197222626621095,0.0062378887855496,1,True,True,0.20217931781991627,0.19640413416375768,0.005775183656158589,-0.0004627051293910108
m399_base,10012|perturbed|39|36,10012,perturbed,39,36,12.5,-0.8,1.4,0.2369755133069353,0.2332725531660848,0.0037029601408504,1,True,True,0.23062546926060712,0.2267676425770655,0.003857826683541621,0.00015486654269122099
m399_base,9969|perturbed|40|40,9969,perturbed,40,40,12.0,-0.8,1.4,0.0956784811818063,0.0920842752843982,0.0035942058974081,1,True,True,0.09477712574907171,0.09117418420902501,0.0036029415400467,8.735642638600053e-06
m399_base,9969|perturbed|40|40,9969,perturbed,40,40,12.0,-0.8,1.3,0.1984476415859366,0.1949656636849788,0.0034819779009578,1,True,True,0.19739899778869763,0.19390818701395318,0.003490810774744446,8.832873786646187e-06
m399_base,9872|perturbed|21|18,9872,perturbed,21,18,12.0,-1.2,1.2,0.0021623914801365,-0.0053157644763204,0.0074781559564569,1,False,False,-6.0579172429964245e-05,-0.008002359938982018,0.007941780766552053,0.00046362481009515344
m399_base,9863|perturbed|23|26,9863,perturbed,23,26,12.5,-1.0,0.7,0.0792707319439862,0.0740369785912569,0.0052337533527293,1,True,True,0.07852742218506492,0.07299007019677406,0.005537351988290862,0.0003035986355615621
m399_base,9951|perturbed|32|32,9951,perturbed,32,32,9.5,-1.2,1.0,0.0965634837205002,0.0939439594994684,0.0026195242210318,1,True,True,0.09521943839299118,0.09302990825198876,0.002189530141002427,-0.00042999408002937283
m399_base,9951|perturbed|35|32,9951,perturbed,35,32,9.5,-1.2,1.0,0.0724866509094921,0.0689335186742547,0.0035531322352373,1,True,True,0.07150235565647711,0.06839557936461604,0.0031067762918610686,-0.0004463559433762316
m399_base,9939|perturbed|24|27,9939,perturbed,24,27,12.5,-0.8,1.4,0.2304414627401816,0.214707880328631,0.0157335824115505,1,True,True,0.22555332547613505,0.20950389549980653,0.016049429976328522,0.00031584756477802053
m399_base,9919|perturbed|34|31,9919,perturbed,34,31,10.0,-0.8,1.4,0.082353802138078,0.0788851514039294,0.0034686507341485,1,True,True,0.07920995227184902,0.07571177595653955,0.0034981763153094647,2.9525581160964702e-05
m399_base,9919|perturbed|34|31,9919,perturbed,34,31,10.0,-0.8,1.3,0.1823739175394649,0.1790391956314332,0.0033347219080317,1,True,True,0.17926311011692775,0.17590002323556364,0.003363086881364108,2.8364973332408068e-05
m399_base,9880|perturbed|35|35,9880,perturbed,35,35,12.5,-0.8,0.8,0.061465002869794,0.0542687640629431,0.0071962388068509,1,True,True,0.0559800795838159,0.04853628551778044,0.0074437940660354585,0.00024755525918455836
m399_base,9872|perturbed|21|18,9872,perturbed,21,18,12.5,-0.8,1.3,0.0019941568862753,-0.0055261351010158,0.0075202919872912,1,True,True,0.00019027467033083667,-0.007736247348484326,0.007926522018815163,0.00040623003152396274
m399_base,9863|perturbed|29|26,9863,perturbed,29,26,12.5,-1.0,0.8,0.0182323023794637,0.0139481039063005,0.0042841984731631,1,True,True,0.01726499742937282,0.012882920240202989,0.004382077189169831,9.78787160067305e-05
m399_base,9958|perturbed|45|39,9958,perturbed,45,39,12.5,-1.2,1.4,0.1708610861034531,0.1638720018639077,0.0069890842395454,1,True,True,0.16497027669774234,0.15761384981343074,0.007356426884311595,0.00036734264476619583
m399_base,9939|perturbed|27|27,9939,perturbed,27,27,12.5,-0.8,1.4,0.2983142136647632,0.2875190726391765,0.0107951410255866,1,True,True,0.2926544526830672,0.2816876543939357,0.010966798289131496,0.00017165726354489638
m399_base,9863|perturbed|26|26,9863,perturbed,26,26,12.5,-1.0,0.7,0.0956727060991262,0.0906783899557879,0.0049943161433383,1,True,True,0.09480591921619164,0.08957806094490373,0.005227858271287911,0.00023354212794961075
m399_base,9958|perturbed|45|39,9958,perturbed,45,39,12.5,-1.0,1.4,0.027745200360838,0.0206921678821134,0.0070530324787245,1,True,True,0.02199077599504573,0.014579953170359872,0.007410822824685859,0.0003577903459613587
m964_direction_target_a0_15,9982|perturbed|45|39,9982,perturbed,45,39,9.5,-1.2,0.7,0.0149978353286703,-0.0261497596537358,0.0411475949824062,1,True,True,0.0020532400704811327,-0.034703620725986095,0.03675686079646723,-0.004390734185938973
m964_direction_target_a0_15,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.8,0.0155923961580906,0.0026642238052345,0.012928172352856,1,True,True,0.00526930124281888,-0.004125380917342936,0.009394682160161816,-0.0035334901926941838
m964_direction_target_a0_15,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.8,0.1031687161772374,0.1000000722786063,0.0031686438986311,1,True,True,0.10199263373267975,0.09954606665224208,0.002446567080437667,-0.000722076818193433
m964_direction_target_a0_15,10000|perturbed|35|32,10000,perturbed,35,32,11.0,-1.2,1.0,0.0123530219514804,0.0098659255114006,0.0024870964400798,1,False,True,0.01055491048339241,0.008683104427694932,0.001871806055697478,-0.0006152903843823221
m964_direction_target_a0_15,9951|perturbed|32|32,9951,perturbed,32,32,9.5,-1.2,0.9,0.1956232312023809,0.1931671709652069,0.0024560602371739,1,False,True,0.19393160181474256,0.1920757979000809,0.001855803914661669,-0.0006002563225122309
m964_direction_target_a0_15,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.8,0.0073485332252682,-0.0118964383557684,0.0192449715810367,1,True,True,0.0074046280566639755,-0.01540230218437122,0.022806930241035195,0.003561958659998494
m964_direction_target_a0_15,9919|perturbed|37|31,9919,perturbed,37,31,10.0,-0.8,1.4,0.1280510241238719,0.125626650760763,0.0024243733631088,1,True,True,0.12584863677387403,0.12357532870655819,0.002273308067315849,-0.00015106529579295104
m964_direction_target_a0_15,9919|perturbed|37|31,9919,perturbed,37,31,10.0,-0.8,1.3,0.2280034102600425,0.225709853505799,0.0022935567542434,1,True,True,0.22584780167212148,0.22367725938524874,0.0021705422868727453,-0.0001230144673706546
m964_direction_target_a0_15,10004|perturbed|31|31,10004,perturbed,31,31,9.5,-1.0,0.8,0.0003408507153677,-0.0004319160483368,0.0007727667637045,1,False,True,0.0017705991276688593,0.0010480807500938827,0.0007225183775749766,-5.0248386129523345e-05
m964_direction_target_a0_15,10023|perturbed|12|12,10023,perturbed,12,12,11.0,-0.8,1.2,0.049366756123812,0.0473044881675295,0.0020622679562825,1,True,True,0.04874526198579776,0.04658699490535456,0.002158267080443199,9.599912416069934e-05
m964_direction_target_a0_15,9958|perturbed|39|36,9958,perturbed,39,36,9.5,-1.2,0.9,0.0003789526382989,-0.0017575737172665,0.0021365263555654,1,False,False,-0.0013438781762931118,-0.00354124923283905,0.002197371056545938,6.084470098053794e-05
m964_direction_target_a0_15,9998|perturbed|25|25,9998,perturbed,25,25,11.0,-1.0,1.4,0.0009823463918734,-0.0006409188329237,0.0016232652247971,1,True,True,0.0008970422353447027,-0.0008437612228622271,0.0017408034582069298,0.0001175382334098298
m964_direction_target_a0_15,9951|perturbed|35|32,9951,perturbed,35,32,10.0,-1.2,1.4,0.0009230125498942,-5.206639750454656e-06,0.0009282191896446,1,False,False,-0.000210187659470229,-0.0014642452326132371,0.0012540575731430081,0.0003258383834984081
m964_direction_target_a0_15,10038|perturbed|38|38,10038,perturbed,38,38,11.5,-0.8,1.2,0.2890381016548282,0.2856726699034304,0.0033654317513978,1,True,True,0.28845707728383996,0.284735706993565,0.0037213702902749723,0.00035593853887717214
m964_direction_target_a0_15,9910|perturbed|38|35,9910,perturbed,38,35,10.5,-0.8,1.2,0.2832964319330338,0.278028793325102,0.0052676386079317,1,True,True,0.288467308261227,0.2798950548063259,0.008572253454901091,0.0033046148469693913
m964_direction_target_a0_15,9907|perturbed|27|18,9907,perturbed,27,18,10.5,-1.2,0.7,0.1110636578472228,0.0835755297944174,0.0274881280528054,1,True,True,0.10288410705734186,0.0805486565353477,0.02233545052199415,-0.0051526775308112505
m964_direction_target_a0_15,10033|perturbed|29|23,10033,perturbed,29,23,9.5,-1.2,0.7,0.0354981689906621,0.0127290479055686,0.0227691210850935,1,True,True,0.026257621850723778,0.00829080239293467,0.017966819457789107,-0.004802301627304394
m964_direction_target_a0_15,10033|perturbed|26|23,10033,perturbed,26,23,9.5,-1.2,0.7,0.1081897916553806,0.0957178523693589,0.0124719392860217,1,True,True,0.09814508820630574,0.08929222876880138,0.008852859437504357,-0.003619079848517344
m964_direction_target_a0_15,9982|perturbed|42|39,9982,perturbed,42,39,9.5,-1.2,0.7,0.075174154491783,0.0393208094407531,0.0358533450510298,1,True,True,0.06261196462273255,0.028706659826384096,0.03390530479634846,-0.0019480402546813436
m964_direction_target_a0_15,10000|perturbed|41|32,10000,perturbed,41,32,10.5,-1.2,0.9,0.0050161496310765,0.0014393044718794,0.003576845159197,1,True,True,0.003660609113227853,0.0009002918843297181,0.002760317228898135,-0.0008165279302988653
m964_direction_target_a0_15,10006|perturbed|37|40,10006,perturbed,37,40,12.5,-1.2,0.7,0.1003727975190202,0.0769199235577666,0.0234528739612536,1,True,True,0.0987544044209887,0.07555823252971461,0.023196171891274098,-0.0002567020699795024
m964_direction_target_a0_15,10000|perturbed|38|32,10000,perturbed,38,32,9.5,-1.2,0.7,0.0965907772850815,0.0932045950781028,0.0033861822069787,1,True,True,0.09532320543951811,0.09265940810515794,0.002663797334360174,-0.000722384872618526
