calibration_spec_id,base_task_source_id,task_family,source_edge,window_tag,executable_source_family,env_template_family,track_width_scale,finish_variant,max_steps_scale,track_width,finish_pass_distance,max_steps,contract_violation_count,environment_rollout_scheduled,profile_specific_tuning
m1680-spec-0000::tw1::finish_original::max1,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.0,original,1.0,5.0,2.0,480,0,False,False
m1680-spec-0000::tw1::finish_original::max1.5,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.0,original,1.5,5.0,2.0,720,0,False,False
m1680-spec-0000::tw1::finish_relaxed::max1,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.0,relaxed,1.0,5.0,1.0,480,0,False,False
m1680-spec-0000::tw1::finish_relaxed::max1.5,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.0,relaxed,1.5,5.0,1.0,720,0,False,False
m1680-spec-0000::tw1.5::finish_original::max1,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.5,original,1.0,7.5,2.0,480,0,False,False
m1680-spec-0000::tw1.5::finish_original::max1.5,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.5,original,1.5,7.5,2.0,720,0,False,False
m1680-spec-0000::tw1.5::finish_relaxed::max1,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.5,relaxed,1.0,7.5,1.0,480,0,False,False
m1680-spec-0000::tw1.5::finish_relaxed::max1.5,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,1.5,relaxed,1.5,7.5,1.0,720,0,False,False
m1680-spec-0000::tw2::finish_original::max1,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,2.0,original,1.0,10.0,2.0,480,0,False,False
m1680-spec-0000::tw2::finish_original::max1.5,m1680-spec-0000,T4,actuator_delay_step|capability_step_up,reveal_plus_4,capability_step_up,t4_capability_step_temporal,2.0,original,1.5,10.0,2.0,720,0,False,False
