backend_step_outcome_id,rollout_plan_id,rollout_request_id,step_index,backend_family,backend_class,backend_step_attempted,backend_status,terminated_by_backend,truncated_by_backend,actor_view_available_after_step,diagnostics_recorded,diagnostics_actor_visible,rollout_success_claim_allowed,validation_claim_allowed,status_pass,claim_boundary
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_0_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,0,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_1_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,1,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_2_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,2,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_3_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,3,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_4_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,4,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_5_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,5,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_6_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,6,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_aes_aeb_infeasible_hf3_rollout_request_plan_step_7_backend_step,stable_aes_aeb_infeasible_hf3_rollout_request_plan,stable_aes_aeb_infeasible_hf3_rollout_request,7,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_0_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,0,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_1_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,1,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_2_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,2,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_3_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,3,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_4_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,4,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_5_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,5,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_6_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,6,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
stable_avoidable_aeb_feasible_hf3_rollout_request_plan_step_7_backend_step,stable_avoidable_aeb_feasible_hf3_rollout_request_plan,stable_avoidable_aeb_feasible_hf3_rollout_request,7,repo_local_dynamics_backend_contract,CurrentSimDynamicsBackend,True,running,False,False,True,True,False,False,False,True,"Route A HF3 rollout-feasibility execution materialization preflight only; repo-local reset, fixed-policy action, and backend-step execution may be observed; not rollout success, ranking, validation, driver performance, paper, FW-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID"
