protocol_version,milestone_id,run_id,row_id,evidence_layer,surface_id,scenario_role,fixture_id,seed,subject_id,checkpoint_path,actor_contract_id,observation_shape,action_shape,actor_encoder,action_horizon,actor_input_leak_flags,reset_status,backend_status,episode_started,episode_completed,step_count,terminal_status,action_finite,action_within_bounds,collision_event,obstacle_passed_event,road_departure_event,minimum_obstacle_clearance_m,minimum_road_margin_m,final_road_margin_m,maximum_abs_lateral_velocity,maximum_abs_yaw_rate,maximum_abs_lateral_position,final_abs_lateral_velocity,final_abs_yaw_rate,recovery_time_proxy_s,steering_saturation_fraction,throttle_saturation_fraction,brake_saturation_fraction,command_delta_l1_mean,simultaneous_throttle_brake_fraction,collision_speed_proxy,impact_angle_proxy,severity_proxy,mitigation_delta_against_reference,metric_completeness_flags,diagnostic_only_no_ranking_claim,claim_scope,forbidden_interpretation,source_artifact,attempted_row_retained,seed_panel_id,seed_index,base_fixture_id,fresh_seed_variant_digest,mitigation_reference_subject,mitigation_reference_seed,denominator_gap_reason,ranking_or_winner_field_emitted
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_stable_aes_seed_252300,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252300,252300,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-1.0329833925553105,2.0196200263195054,2.0196200263195054,0.06861806307554927,0.01384294023746523,0.09510758211858227,2.9099575496789805e-06,3.9801674381553687e-05,0.0,1.0,1.0,1.0,0.0,0.0,8.679244320966824,3.993154900488504e-05,8.959751563921698,8.959751563921698,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252300,0,hf0_four_wheel_stable_aes_fixture,23292a67f6698515,straight_full_brake_open_loop,252300,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252300,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252300,252300,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,True,7.144184295653851,-6.5687640785122285,-6.5687640785122285,1.1235573442911269,0.8688224953049594,8.719023898880476,1.1235573442911269,0.8688224953049594,0.0,0.0,0.0,0.0,0.021217184762159984,1.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252300,0,hf0_four_wheel_stable_aes_fixture,23292a67f6698515,straight_full_brake_open_loop,252300,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252300,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252300,252300,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,False,2.1538372674175403,2.055243150870212,2.070311789474428,0.06848402074960537,0.01282087889284949,0.09510850719776023,0.017755127886568137,0.0015501040325703167,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252300,0,hf0_four_wheel_stable_aes_fixture,23292a67f6698515,straight_full_brake_open_loop,252300,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_stable_aes_seed_252301,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252301,252301,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-0.7261272683885885,1.9084455143227674,1.9896445333670654,0.02406061440676875,0.012468997995862981,0.1525876633112242,2.4732897853123226e-05,0.00017758447847837934,0.0,1.0,1.0,1.0,0.0,0.0,9.152169088859134,0.0001782495581613891,6.643027357866672,6.643027357866672,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252301,1,hf0_four_wheel_stable_aes_fixture,245a8a8447a05b7e,straight_full_brake_open_loop,252301,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252301,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252301,252301,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,True,6.244219707763879,-6.47203464782976,-6.47203464782976,0.9417337880616822,0.7482715752909631,8.61576351773686,0.9417337880616822,0.7482715752909631,0.0,0.0,0.0,0.0,0.019883505172199674,1.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252301,1,hf0_four_wheel_stable_aes_fixture,245a8a8447a05b7e,straight_full_brake_open_loop,252301,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252301,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252301,252301,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,False,0.5323068365988295,1.908443918498695,2.0877873955432595,0.024278890260375198,0.011435616792869082,0.1469400220008409,0.001880275111029943,0.002385980734268309,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252301,1,hf0_four_wheel_stable_aes_fixture,245a8a8447a05b7e,straight_full_brake_open_loop,252301,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_stable_aes_seed_252302,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252302,252302,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,True,False,-1.5230051552898347,1.8303346994712548,1.8303346994712548,0.07233932143388172,0.04121041671644267,0.30908588903602363,9.073396305431825e-06,6.50802598620831e-05,0.0,1.0,1.0,1.0,0.0,0.0,9.008570953960383,6.536136741406262e-05,13.708387702280207,13.708387702280207,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252302,2,hf0_four_wheel_stable_aes_fixture,e0b4d5b77054d712,straight_full_brake_open_loop,252302,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_m1154_policy_actor_stable_aes_seed_252302,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252302,252302,m1154_policy_actor,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,True,6.298447120350238,-7.353785127742945,-7.353785127742945,1.1707283940633757,0.9255989346706609,9.493178167848344,1.1707283940633757,0.9255989346706609,0.0,0.0,0.0,0.0,0.0200411422234593,1.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252302,2,hf0_four_wheel_stable_aes_fixture,e0b4d5b77054d712,straight_full_brake_open_loop,252302,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_straight_full_brake_open_loop_stable_aes_seed_252302,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252302,252302,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,False,False,False,0.009419009979211523,1.901860946459826,1.901860946459826,0.07217559305763603,0.04108592494333764,0.2375335566538113,0.0018335710423467663,0.0014263326746867316,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252302,2,hf0_four_wheel_stable_aes_fixture,e0b4d5b77054d712,straight_full_brake_open_loop,252302,,False
engineering_controller_behavior_outcome_v0,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523-engineering-controller-source-only-fresh-seed-measured-behavior-panel-preflight,m2523_coast_open_loop_stable_aes_seed_252303,source_only_diagnostic,source_only_four_wheel_hf0,stable_aes,hf0_four_wheel_stable_aes_fixture_fresh_seed_252303,252303,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,100,completed_horizon_without_backend_terminal,True,True,True,False,False,-1.627626408774979,1.728127040731997,1.728127040731997,0.07395596747002359,0.011369804888784894,0.2881350912173915,3.4544431023397294e-06,2.6595103012655672e-05,0.0,1.0,1.0,1.0,0.0,0.0,8.330896493526305,2.6677887560808285e-05,13.527798191776323,13.527798191776323,complete,True,source-only fresh-seed measured behavior panel preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, or self-ID claim",source-only fresh-seed measured execution,True,m2523_stable_aes_seed_252303,3,hf0_four_wheel_stable_aes_fixture,ebed85c04dd92f52,straight_full_brake_open_loop,252303,,False
