candidate_source_id,profile_name,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
cosr_v0_0000_offtrack_anchor_relief,L0_current_masked,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,39.78111214368115,8.614558263919378,19.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L1_one_step,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,38.16439753353031,8.610671056575628,21.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_100,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.23367310499299,2.4559469927320037,18.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_100_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.16655818538647,3.8980355006515643,18.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_13,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,39.31530382889645,1.5176100406616428,19.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_13_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.16159517803522,5.2076095079047295,18.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_25,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.22155539614522,5.875044352020634,18.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_25_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,39.25016814661926,2.4830634205058666,19.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_50,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,36.93875730690581,7.988386958386242,22.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L2_window_50_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.08751970397429,0.5810898544916427,17.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L3_online_gru,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,37.94272289756514,9.325204745139091,21.0,True,0,0,1,1,0,0
cosr_v0_0000_offtrack_anchor_relief,L3_reset_control_corrected,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,37.876793995637144,11.92239936270199,21.0,True,0,0,1,1,0,0
