workload_id,candidate_source_id,task_source_id,profile_name,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,parent_surface_variant,normalized_surface_variant,sampled_obstacle_label,base_geometry_source,representative_cell_rule,outcome_bucket,termination_reason,min_clearance_margin,return,steps
tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion::L0_current_masked,cosr_v0_0112_success_support_expansion,tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.0093872476067225,19.85964061803833,32
tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion::L1_one_step,cosr_v0_0112_success_support_expansion,tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.329470092303628,22.297460149535503,32
tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion::L3_online_gru,cosr_v0_0112_success_support_expansion,tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.2116504719613324,26.446667553625087,33
tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion::L3_reset_control_corrected,cosr_v0_0112_success_support_expansion,tqcos_exec_v0_0040_cosr_v0_0112_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,1.9399409468525057,30.51197537509897,31
tqcos_exec_v0_0041_cosr_v0_0114_success_support_expansion::L0_current_masked,cosr_v0_0114_success_support_expansion,tqcos_exec_v0_0041_cosr_v0_0114_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.328049555019346,22.071092342253237,31
tqcos_exec_v0_0042_cosr_v0_0115_success_support_expansion::L3_online_gru,cosr_v0_0115_success_support_expansion,tqcos_exec_v0_0042_cosr_v0_0115_success_support_expansion,L3_online_gru,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.701560306116405,36.126322198401816,30
tqcos_exec_v0_0042_cosr_v0_0115_success_support_expansion::L3_reset_control_corrected,cosr_v0_0115_success_support_expansion,tqcos_exec_v0_0042_cosr_v0_0115_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,drift_required_recovery,tier_c_boundary_near_miss,,post_friction_step,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,2.6650854504789674,32.68572674236564,30
tqcos_exec_v0_0043_cosr_v0_0132_success_support_expansion::L3_reset_control_corrected,cosr_v0_0132_success_support_expansion,tqcos_exec_v0_0043_cosr_v0_0132_success_support_expansion,L3_reset_control_corrected,success_stabilizer,success_support_expansion,drift_required_recovery,tier_e_mitigation_only,,steady_surface,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,0.15938228471921612,31.00196765372828,26
tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion::L0_current_masked,cosr_v0_0133_success_support_expansion,tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion,L0_current_masked,success_stabilizer,success_support_expansion,drift_required_recovery,tier_e_mitigation_only,,steady_surface,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,0.16161148560078997,28.82891375610124,27
tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion::L1_one_step,cosr_v0_0133_success_support_expansion,tqcos_exec_v0_0044_cosr_v0_0133_success_support_expansion,L1_one_step,success_stabilizer,success_support_expansion,drift_required_recovery,tier_e_mitigation_only,,steady_surface,drift_required,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider,success_obstacle_pass,,0.6429163242993141,35.96380222139219,27
