episode_id,fresh_panel_row_id,eval_seed,spec,label,row_kind,binding_role,axis_id,task_family,runtime_driver_id,recorded_m3105_outcome,current_sim_outcome,current_sim_matches_recorded,current_sim_steps,current_sim_termination_reason,current_sim_min_clearance_margin,current_sim_speed_mean,chrono_outcome,chrono_steps,chrono_termination_reason,chrono_min_clearance_margin,chrono_speed_mean,chrono_spinup_speed_gap,outcome_match,claim_boundary
fa-chrono-mini-0001,m3082-fresh-panel-0001,401500,m3012-executable-source-spec-0002,aeb_feasible,spec_success,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,86,,13.359265758310448,10.755955981852193,success,86,,12.922214876915469,10.91877052632732,-0.0019535746392271847,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0002,m3082-fresh-panel-0003,401510,m3012-executable-source-spec-0004,aeb_feasible,spec_success,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,83,,10.667812041640627,10.7729946289401,success,86,,11.047852786951047,10.413964834689605,-0.002149072549537223,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0003,m3082-fresh-panel-0005,401520,m3012-executable-source-spec-0006,aeb_feasible,spec_success,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,68,,4.64493275971398,10.421225725396297,success,69,,5.093159578851013,10.28763690231703,0.25176853134791166,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0004,m3082-fresh-panel-0008,401531,m3012-executable-source-spec-0008,aeb_feasible,spec_success,parent,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,70,,4.662482871795479,13.423135677061856,success,66,,5.097065674224378,13.965468356086232,0.14616502817879784,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0005,m3082-fresh-panel-0009,401540,m3012-executable-source-spec-0010,unavoidable,spec_success,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,47,,0.1284178490564143,13.833049081848623,success,47,,0.37344783849188046,13.870828422027829,0.14577243071126844,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0006,m3082-fresh-panel-0011,401550,m3012-executable-source-spec-0012,aeb_feasible,spec_success,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,82,,9.205238920915907,10.316518913283545,success,81,,9.643299289892227,10.329957333745082,-0.00016060440771248352,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0007,m3082-fresh-panel-0014,401561,m3012-executable-source-spec-0014,unavoidable,spec_success,parent,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,60,,0.8484266696105962,13.89215603330214,success,59,,1.1639694923440498,14.033582365951407,0.25927187550108677,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0008,m3082-fresh-panel-0015,401570,m3012-executable-source-spec-0016,aeb_feasible,spec_success,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,87,,13.740685511458267,10.089758770535672,success,92,,13.862275879533609,9.491397799090146,0.14919824930454517,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0009,m3082-fresh-panel-0033,401700,m3012-executable-source-spec-0001,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,116,,16.18976808668134,7.722023783295431,success,117,,16.100480549909634,7.703822505721891,0.24886477433704712,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0010,m3082-fresh-panel-0035,401710,m3012-executable-source-spec-0003,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,97,,14.307501728901025,9.431883845593724,success,101,,14.505271774560152,8.969605346163718,0.24580176008325338,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0011,m3082-fresh-panel-0037,401720,m3012-executable-source-spec-0005,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,172,,24.47744344807645,6.460763042235539,success,151,,21.78352419078756,7.674150791462474,-9.693683976852441e-05,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0012,m3082-fresh-panel-0039,401730,m3012-executable-source-spec-0007,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,105,,16.448521173211304,8.8892722876318,success,107,,15.933816937779492,8.873666273735134,-0.004141942297287038,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0013,m3082-fresh-panel-0041,401740,m3012-executable-source-spec-0009,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,82,,12.379015615271062,10.804838609458175,success,89,,12.901819952092382,9.902589036106097,0.14601516308311524,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0014,m3082-fresh-panel-0043,401750,m3012-executable-source-spec-0011,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,106,,20.659788517235178,9.301205379450815,success,106,,20.55121186345489,9.303220981108389,-0.00256024795977261,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0015,m3082-fresh-panel-0045,401760,m3012-executable-source-spec-0013,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,104,,12.545496723515383,8.473306314760736,success,109,,12.709961631505156,7.9925797373821235,0.14606114267195913,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0016,m3082-fresh-panel-0047,401770,m3012-executable-source-spec-0015,aeb_feasible,spec_success,candidate,speed_floor_stress,T4,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,success,success,True,126,,28.003568296864838,8.072458302340937,success,139,,28.020162798734333,7.282920861961414,0.13281943596421186,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0017,m3082-fresh-panel-0007,401530,m3012-executable-source-spec-0008,unavoidable,residual_failure,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,collision,collision,True,29,obstacle_collision,-0.11191988390386065,17.742834210359142,collision,29,obstacle_collision,-0.03440264007199456,17.623294309654117,0.2746476881689901,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0018,m3082-fresh-panel-0010,401541,m3012-executable-source-spec-0010,unavoidable,residual_failure,parent,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,collision,collision,True,38,obstacle_collision,-0.2089140769708009,16.990690221178593,collision,38,obstacle_collision,-0.22463203007481147,17.126798903349354,0.16185975180566103,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0019,m3082-fresh-panel-0013,401560,m3012-executable-source-spec-0014,drift_required,residual_failure,candidate,collision_lateral_intrusion,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,offtrack,offtrack,True,52,off_track,4.001837888231735,15.284728697403823,offtrack,53,off_track,3.8238906941739965,15.28742465063939,0.33082832167843,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
fa-chrono-mini-0020,m3082-fresh-panel-0024,401631,m3012-executable-source-spec-0008,drift_required,residual_failure,parent,offtrack_boundary_recovery,T5,active_safety_reflex_driver_m3105_incumbent_v4_no_regression,offtrack,offtrack,True,50,off_track,0.19111884842274796,15.885799695733219,offtrack,51,off_track,0.2471131845157002,16.025656028316835,0.330882629375747,True,"HF backend mini discrepancy measurement only: per-row outcome comparison of the same incumbent driver on the same reconstructed scenarios under two dynamics backends. No driver-performance verdict, validation, ranking, promotion, repair-success, fidelity-sufficiency, or full HF4 claim is made."
